"";"finessGeoDP";"annee";"vda";"baria_t";"redo";"n";"TOT";"PCT"
"5825";"590782553";2023;"COE";"SLE";1;2;12;16,7
"5826";"590782553";2024;"COE";"ABL";1;6;6;100
"5827";"590782553";2024;"COE";"SLE";0;9;11;81,8
"5828";"590782553";2024;"COE";"SLE";1;2;11;18,2
"5829";"590801106";2020;"COE";"ANN";0;1;1;100
"5830";"590801106";2020;"COE";"BPG";0;5;5;100
"5831";"590801106";2020;"COE";"SLE";0;13;13;100
"5832";"590801106";2020;"LAP";"BPG";0;1;2;50
"5833";"590801106";2020;"LAP";"BPG";1;1;2;50
"5834";"590801106";2020;"ROB";"BPG";0;2;3;66,7
"5835";"590801106";2020;"ROB";"BPG";1;1;3;33,3
"5836";"590801106";2020;"ROB";"SLE";0;1;1;100
"5837";"590801106";2021;"COE";"ABL";1;5;5;100
"5838";"590801106";2021;"COE";"BPG";0;9;10;90
"5839";"590801106";2021;"COE";"BPG";1;1;10;10
"5840";"590801106";2021;"COE";"SLE";0;20;20;100
"5841";"590801106";2021;"LAP";"REV";1;1;1;100
"5842";"590801106";2021;"ROB";"BPG";0;1;2;50
"5843";"590801106";2021;"ROB";"BPG";1;1;2;50
"5844";"590801106";2021;"ROB";"SLE";0;2;2;100
"5845";"590801106";2022;"COE";"ABL";1;1;1;100
"5846";"590801106";2022;"COE";"ANN";0;1;1;100
"5847";"590801106";2022;"COE";"BPG";0;10;10;100
"5848";"590801106";2022;"COE";"SLE";0;34;35;97,1
"5849";"590801106";2022;"COE";"SLE";1;1;35;2,9
"5850";"590801106";2022;"LAP";"BPG";0;2;2;100
"5851";"590801106";2022;"ROB";"BPG";0;2;2;100
"5852";"590801106";2023;"COE";"ABL";1;4;4;100
"5853";"590801106";2023;"COE";"BPG";0;9;12;75
"5854";"590801106";2023;"COE";"BPG";1;3;12;25
"5855";"590801106";2023;"COE";"SLE";0;27;27;100
"5856";"590801106";2023;"LAP";"BPG";0;1;1;100
"5857";"590801106";2023;"ROB";"BPG";0;3;4;75
"5858";"590801106";2023;"ROB";"BPG";1;1;4;25
"5859";"590801106";2024;"COE";"ANN";1;1;1;100
"5860";"590801106";2024;"COE";"BPG";0;2;2;100
"5861";"590801106";2024;"COE";"SLE";0;8;8;100
"5862";"590801106";2024;"ROB";"BPG";0;1;1;100
"5863";"590811279";2020;"COE";"ABL";1;14;14;100
"5864";"590811279";2020;"COE";"ANN";0;15;18;83,3
"5865";"590811279";2020;"COE";"ANN";1;3;18;16,7
"5866";"590811279";2020;"COE";"BPG";0;43;69;62,3
"5867";"590811279";2020;"COE";"BPG";1;26;69;37,7
"5868";"590811279";2020;"COE";"DBP";0;2;3;66,7
"5869";"590811279";2020;"COE";"DBP";1;1;3;33,3
"5870";"590811279";2020;"COE";"REV";1;3;3;100
"5871";"590811279";2020;"COE";"SLE";0;54;58;93,1
"5872";"590811279";2020;"COE";"SLE";1;4;58;6,9
"5873";"590811279";2020;"LAP";"BPG";0;7;14;50
"5874";"590811279";2020;"LAP";"BPG";1;7;14;50
"5875";"590811279";2020;"LAP";"REV";1;12;12;100
"5876";"590811279";2020;"LAP";"SLE";0;1;1;100
"5877";"590811279";2020;"ROB";"BPG";0;21;38;55,3
"5878";"590811279";2020;"ROB";"BPG";1;17;38;44,7
"5879";"590811279";2021;"COE";"ABL";1;11;11;100
"5880";"590811279";2021;"COE";"ANN";0;18;20;90
"5881";"590811279";2021;"COE";"ANN";1;2;20;10
"5882";"590811279";2021;"COE";"BPG";0;75;110;68,2
"5883";"590811279";2021;"COE";"BPG";1;35;110;31,8
"5884";"590811279";2021;"COE";"DBP";1;3;3;100
"5885";"590811279";2021;"COE";"GVC";0;1;1;100
"5886";"590811279";2021;"COE";"REV";1;2;2;100
"5887";"590811279";2021;"COE";"SLE";0;69;73;94,5
"5888";"590811279";2021;"COE";"SLE";1;4;73;5,5
"5889";"590811279";2021;"LAP";"BPG";0;2;6;33,3
"5890";"590811279";2021;"LAP";"BPG";1;4;6;66,7
"5891";"590811279";2021;"LAP";"REV";1;11;11;100
"5892";"590811279";2021;"LAP";"SLE";0;1;1;100
"5893";"590811279";2021;"ROB";"BPG";0;37;59;62,7
"5894";"590811279";2021;"ROB";"BPG";1;22;59;37,3
"5895";"590811279";2021;"ROB";"SLE";0;3;3;100
"5896";"590811279";2022;"COE";"ABL";1;13;13;100
"5897";"590811279";2022;"COE";"ANN";0;10;12;83,3
"5898";"590811279";2022;"COE";"ANN";1;2;12;16,7
"5899";"590811279";2022;"COE";"BPG";0;59;109;54,1
"5900";"590811279";2022;"COE";"BPG";1;50;109;45,9
"5901";"590811279";2022;"COE";"DBP";1;1;1;100
"5902";"590811279";2022;"COE";"GVC";0;4;4;100
"5903";"590811279";2022;"COE";"NDD";0;1;1;100
"5904";"590811279";2022;"COE";"REV";1;4;4;100
"5905";"590811279";2022;"COE";"SLE";0;86;87;98,9
"5906";"590811279";2022;"COE";"SLE";1;1;87;1,1
"5907";"590811279";2022;"LAP";"ABL";1;1;1;100
"5908";"590811279";2022;"LAP";"BPG";1;4;4;100
"5909";"590811279";2022;"LAP";"REV";1;10;10;100
"5910";"590811279";2022;"ROB";"BPG";0;32;52;61,5
"5911";"590811279";2022;"ROB";"BPG";1;20;52;38,5
"5912";"590811279";2022;"ROB";"NDD";0;1;1;100
"5913";"590811279";2022;"ROB";"SLE";0;2;2;100
"5914";"590811279";2023;"COE";"ABL";1;16;16;100
"5915";"590811279";2023;"COE";"ANN";0;12;12;100
"5916";"590811279";2023;"COE";"BPG";0;64;115;55,7
"5917";"590811279";2023;"COE";"BPG";1;51;115;44,3
"5918";"590811279";2023;"COE";"GVC";0;2;2;100
"5919";"590811279";2023;"COE";"NDD";0;2;2;100
"5920";"590811279";2023;"COE";"REV";1;10;10;100
"5921";"590811279";2023;"COE";"SLE";0;76;77;98,7
"5922";"590811279";2023;"COE";"SLE";1;1;77;1,3
"5923";"590811279";2023;"LAP";"ABL";1;1;1;100
"5924";"590811279";2023;"LAP";"BPG";0;2;5;40
"5925";"590811279";2023;"LAP";"BPG";1;3;5;60
"5926";"590811279";2023;"LAP";"REV";0;1;9;11,1
"5927";"590811279";2023;"LAP";"REV";1;8;9;88,9
"5928";"590811279";2023;"ROB";"BPG";0;22;36;61,1
"5929";"590811279";2023;"ROB";"BPG";1;14;36;38,9
"5930";"590811279";2023;"ROB";"SLE";0;23;23;100
"5931";"590811279";2024;"COE";"ABL";1;13;13;100
"5932";"590811279";2024;"COE";"ANN";0;7;7;100
"5933";"590811279";2024;"COE";"BPG";0;47;75;62,7
"5934";"590811279";2024;"COE";"BPG";1;28;75;37,3
"5935";"590811279";2024;"COE";"REV";1;7;7;100
"5936";"590811279";2024;"COE";"SLE";0;36;39;92,3
"5937";"590811279";2024;"COE";"SLE";1;3;39;7,7
"5938";"590811279";2024;"LAP";"BPG";1;2;2;100
"5939";"590811279";2024;"LAP";"REV";1;10;10;100
"5940";"590811279";2024;"ROB";"BPG";0;45;75;60
"5941";"590811279";2024;"ROB";"BPG";1;30;75;40
"5942";"590811279";2024;"ROB";"SLE";0;10;10;100
"5943";"590813507";2020;"COE";"ABL";1;7;7;100
"5944";"590813507";2020;"COE";"BPG";0;6;7;85,7
"5945";"590813507";2020;"COE";"BPG";1;1;7;14,3
"5946";"590813507";2020;"COE";"REV";1;2;2;100
"5947";"590813507";2020;"COE";"SLE";0;16;18;88,9
"5948";"590813507";2020;"COE";"SLE";1;2;18;11,1
"5949";"590813507";2020;"ROB";"BPG";0;1;1;100
"5950";"590813507";2021;"COE";"ABL";1;3;3;100
"5951";"590813507";2021;"COE";"BPG";0;21;27;77,8
"5952";"590813507";2021;"COE";"BPG";1;6;27;22,2
"5953";"590813507";2021;"COE";"SLE";0;20;20;100
"5954";"590813507";2022;"COE";"ABL";1;3;3;100
"5955";"590813507";2022;"COE";"ANN";1;1;1;100
"5956";"590813507";2022;"COE";"BPG";0;22;28;78,6
"5957";"590813507";2022;"COE";"BPG";1;6;28;21,4
"5958";"590813507";2022;"COE";"SLE";0;24;25;96
"5959";"590813507";2022;"COE";"SLE";1;1;25;4
"5960";"590813507";2023;"COE";"ABL";1;2;2;100
"5961";"590813507";2023;"COE";"BPG";0;18;22;81,8
"5962";"590813507";2023;"COE";"BPG";1;4;22;18,2
"5963";"590813507";2023;"COE";"REV";1;1;1;100
"5964";"590813507";2023;"COE";"SLE";0;28;28;100
"5965";"590813507";2024;"COE";"BPG";0;20;25;80
"5966";"590813507";2024;"COE";"BPG";1;5;25;20
"5967";"590813507";2024;"COE";"SLE";0;27;27;100
"5968";"590813507";2024;"LAP";"REV";1;1;1;100
"5969";"590815056";2020;"COE";"ABL";1;6;6;100
"5970";"590815056";2020;"COE";"ANN";1;1;1;100
"5971";"590815056";2020;"COE";"BPG";0;55;68;80,9
"5972";"590815056";2020;"COE";"BPG";1;13;68;19,1
"5973";"590815056";2020;"COE";"REV";1;1;1;100
"5974";"590815056";2020;"COE";"SLE";0;44;46;95,7
"5975";"590815056";2020;"COE";"SLE";1;2;46;4,3
"5976";"590815056";2020;"LAP";"BPG";0;1;1;100
"5977";"590815056";2020;"LAP";"REV";1;3;3;100
"5978";"590815056";2020;"ROB";"BPG";0;1;1;100
"5979";"590815056";2021;"COE";"ABL";1;5;5;100
"5980";"590815056";2021;"COE";"ANN";0;1;2;50
"5981";"590815056";2021;"COE";"ANN";1;1;2;50
"5982";"590815056";2021;"COE";"BPG";0;83;111;74,8
"5983";"590815056";2021;"COE";"BPG";1;28;111;25,2
"5984";"590815056";2021;"COE";"REV";1;3;3;100
"5985";"590815056";2021;"COE";"SLE";0;76;76;100
"5986";"590815056";2021;"LAP";"BPG";0;1;2;50
"5987";"590815056";2021;"LAP";"BPG";1;1;2;50
"5988";"590815056";2021;"LAP";"REV";1;2;2;100
"5989";"590815056";2021;"ROB";"BPG";0;1;1;100
"5990";"590815056";2022;"COE";"ABL";1;4;4;100
"5991";"590815056";2022;"COE";"BPG";0;110;129;85,3
"5992";"590815056";2022;"COE";"BPG";1;19;129;14,7
"5993";"590815056";2022;"COE";"REV";1;3;3;100
"5994";"590815056";2022;"COE";"SLE";0;57;57;100
"5995";"590815056";2023;"COE";"ABL";1;4;4;100
"5996";"590815056";2023;"COE";"ANN";1;1;1;100
"5997";"590815056";2023;"COE";"BPG";0;115;147;78,2
"5998";"590815056";2023;"COE";"BPG";1;32;147;21,8
"5999";"590815056";2023;"COE";"REV";1;3;3;100
"6000";"590815056";2023;"COE";"SLE";0;63;64;98,4
"6001";"590815056";2023;"COE";"SLE";1;1;64;1,6
"6002";"590815056";2023;"LAP";"REV";1;1;1;100
"6003";"590815056";2024;"COE";"ABL";1;4;4;100
"6004";"590815056";2024;"COE";"BPG";0;91;107;85
"6005";"590815056";2024;"COE";"BPG";1;16;107;15
"6006";"590815056";2024;"COE";"REV";1;7;7;100
"6007";"590815056";2024;"COE";"SLE";0;53;53;100
"6008";"590815056";2024;"LAP";"BPG";0;2;4;50
"6009";"590815056";2024;"LAP";"BPG";1;2;4;50
"6010";"590815056";2024;"LAP";"REV";1;2;2;100
"6011";"590816310";2020;"COE";"ABL";1;1;1;100
"6012";"590816310";2020;"COE";"SLE";0;44;44;100
"6013";"590816310";2020;"ROB";"SLE";0;1;1;100
"6014";"590816310";2021;"COE";"ABL";1;1;1;100
"6015";"590816310";2021;"COE";"BPG";1;4;4;100
"6016";"590816310";2021;"COE";"DBP";1;3;3;100
"6017";"590816310";2021;"COE";"SLE";0;53;53;100
"6018";"590816310";2021;"ROB";"SLE";0;1;1;100
"6019";"590816310";2022;"COE";"ABL";1;3;3;100
"6020";"590816310";2022;"COE";"BPG";1;6;6;100
"6021";"590816310";2022;"COE";"REV";1;2;2;100
"6022";"590816310";2022;"COE";"SLE";0;66;70;94,3
"6023";"590816310";2022;"COE";"SLE";1;4;70;5,7
"6024";"590816310";2023;"COE";"ABL";1;2;2;100
"6025";"590816310";2023;"COE";"BPG";1;3;3;100
"6026";"590816310";2023;"COE";"REV";1;1;1;100
"6027";"590816310";2023;"COE";"SLE";0;70;73;95,9
"6028";"590816310";2023;"COE";"SLE";1;3;73;4,1
"6029";"590816310";2023;"LAP";"REV";1;1;1;100
"6030";"590816310";2023;"ROB";"SLE";0;1;1;100
"6031";"590816310";2024;"COE";"ABL";1;14;14;100
"6032";"590816310";2024;"COE";"ANN";0;1;1;100
"6033";"590816310";2024;"COE";"BPG";0;2;10;20
"6034";"590816310";2024;"COE";"BPG";1;8;10;80
"6035";"590816310";2024;"COE";"REV";1;1;1;100
"6036";"590816310";2024;"COE";"SLE";0;41;48;85,4
"6037";"590816310";2024;"COE";"SLE";1;7;48;14,6
"6038";"590816310";2024;"ROB";"SLE";0;14;19;73,7
"6039";"590816310";2024;"ROB";"SLE";1;5;19;26,3
"6040";"590817458";2020;"COE";"ABL";1;21;21;100
"6041";"590817458";2020;"COE";"ANN";0;2;2;100
"6042";"590817458";2020;"COE";"SLE";0;28;45;62,2
"6043";"590817458";2020;"COE";"SLE";1;17;45;37,8
"6044";"590817458";2020;"ROB";"SLE";0;7;7;100
"6045";"590817458";2021;"COE";"ABL";1;16;16;100
"6046";"590817458";2021;"COE";"ANN";0;3;3;100
"6047";"590817458";2021;"COE";"BPG";1;1;1;100
"6048";"590817458";2021;"COE";"REV";1;1;1;100
"6049";"590817458";2021;"COE";"SLE";0;41;49;83,7
"6050";"590817458";2021;"COE";"SLE";1;8;49;16,3
"6051";"590817458";2021;"ROB";"SLE";0;2;5;40
"6052";"590817458";2021;"ROB";"SLE";1;3;5;60
"6053";"590817458";2022;"COE";"ABL";1;20;20;100
"6054";"590817458";2022;"COE";"ANN";0;2;2;100
"6055";"590817458";2022;"COE";"SLE";0;46;58;79,3
"6056";"590817458";2022;"COE";"SLE";1;12;58;20,7
"6057";"590817458";2022;"ROB";"SLE";0;1;1;100
"6058";"590817458";2023;"COE";"ABL";1;16;16;100
"6059";"590817458";2023;"COE";"ANN";0;2;2;100
"6060";"590817458";2023;"COE";"REV";1;1;1;100
"6061";"590817458";2023;"COE";"SLE";0;34;42;81
"6062";"590817458";2023;"COE";"SLE";1;8;42;19
"6063";"590817458";2023;"ROB";"SLE";0;1;1;100
"6064";"590817458";2024;"COE";"ABL";1;15;15;100
"6065";"590817458";2024;"COE";"ANN";0;2;2;100
"6066";"590817458";2024;"COE";"REV";1;1;1;100
"6067";"590817458";2024;"COE";"SLE";0;36;43;83,7
"6068";"590817458";2024;"COE";"SLE";1;7;43;16,3
"6069";"590817458";2024;"ROB";"SLE";0;1;1;100
"6070";"600000467";2020;"COE";"BPG";1;2;2;100
"6071";"600000467";2020;"COE";"SLE";0;11;13;84,6
"6072";"600000467";2020;"COE";"SLE";1;2;13;15,4
"6073";"600000467";2021;"COE";"ABL";1;2;2;100
"6074";"600000467";2021;"COE";"SLE";0;23;24;95,8
"6075";"600000467";2021;"COE";"SLE";1;1;24;4,2
"6076";"600000467";2021;"LAP";"REV";1;1;1;100
"6077";"600000467";2022;"COE";"ABL";1;1;1;100
"6078";"600000467";2022;"COE";"SLE";0;26;27;96,3
"6079";"600000467";2022;"COE";"SLE";1;1;27;3,7
"6080";"600000467";2022;"LAP";"BPG";1;1;1;100
"6081";"600000467";2022;"LAP";"SLE";1;1;1;100
"6082";"600000467";2023;"COE";"ABL";1;14;14;100
"6083";"600000467";2023;"COE";"BPG";0;3;9;33,3
"6084";"600000467";2023;"COE";"BPG";1;6;9;66,7
"6085";"600000467";2023;"COE";"SLE";0;54;62;87,1
"6086";"600000467";2023;"COE";"SLE";1;8;62;12,9
"6087";"600000467";2023;"LAP";"ABL";1;1;1;100
"6088";"600000467";2024;"COE";"ABL";1;18;18;100
"6089";"600000467";2024;"COE";"BPG";1;9;9;100
"6090";"600000467";2024;"COE";"REV";1;1;1;100
"6091";"600000467";2024;"COE";"SLE";0;68;80;85
"6092";"600000467";2024;"COE";"SLE";1;12;80;15
"6093";"600000467";2024;"ROB";"SLE";0;1;1;100
"6094";"600010862";2020;"COE";"ABL";1;1;1;100
"6095";"600010862";2020;"COE";"BPG";0;1;1;100
"6096";"600010862";2020;"COE";"SLE";0;16;19;84,2
"6097";"600010862";2020;"COE";"SLE";1;3;19;15,8
"6098";"600010862";2021;"COE";"ABL";1;4;4;100
"6099";"600010862";2021;"COE";"BPG";1;2;2;100
"6100";"600010862";2021;"COE";"SLE";0;26;30;86,7
"6101";"600010862";2021;"COE";"SLE";1;4;30;13,3
"6102";"600010862";2021;"LAP";"SLE";0;1;1;100
"6103";"600010862";2022;"COE";"ABL";1;3;3;100
"6104";"600010862";2022;"COE";"SLE";0;23;26;88,5
"6105";"600010862";2022;"COE";"SLE";1;3;26;11,5
"6106";"600010862";2023;"COE";"ABL";1;2;2;100
"6107";"600010862";2023;"COE";"BPG";1;2;2;100
"6108";"600010862";2023;"COE";"SLE";0;29;30;96,7
"6109";"600010862";2023;"COE";"SLE";1;1;30;3,3
"6110";"600010862";2024;"COE";"ABL";1;1;1;100
"6111";"600010862";2024;"COE";"BPG";1;2;2;100
"6112";"600010862";2024;"COE";"SLE";0;27;29;93,1
"6113";"600010862";2024;"COE";"SLE";1;2;29;6,9
"6114";"600100754";2020;"COE";"ABL";1;9;9;100
"6115";"600100754";2020;"COE";"ANN";0;2;13;15,4
"6116";"600100754";2020;"COE";"ANN";1;11;13;84,6
"6117";"600100754";2020;"COE";"BPG";0;5;16;31,2
"6118";"600100754";2020;"COE";"BPG";1;11;16;68,8
"6119";"600100754";2020;"COE";"REV";1;32;32;100
"6120";"600100754";2020;"COE";"SLE";0;183;191;95,8
"6121";"600100754";2020;"COE";"SLE";1;8;191;4,2
"6122";"600100754";2020;"LAP";"REV";1;14;14;100
"6123";"600100754";2021;"COE";"ABL";1;21;21;100
"6124";"600100754";2021;"COE";"ANN";0;5;17;29,4
"6125";"600100754";2021;"COE";"ANN";1;12;17;70,6
"6126";"600100754";2021;"COE";"BPG";0;3;7;42,9
"6127";"600100754";2021;"COE";"BPG";1;4;7;57,1
"6128";"600100754";2021;"COE";"REV";1;51;51;100
"6129";"600100754";2021;"COE";"SLE";0;246;255;96,5
"6130";"600100754";2021;"COE";"SLE";1;9;255;3,5
"6131";"600100754";2021;"LAP";"REV";1;17;17;100
"6132";"600100754";2021;"ROB";"SLE";0;5;5;100
"6133";"600100754";2022;"COE";"ABL";1;24;24;100
"6134";"600100754";2022;"COE";"ANN";0;2;5;40
"6135";"600100754";2022;"COE";"ANN";1;3;5;60
"6136";"600100754";2022;"COE";"BPG";0;8;12;66,7
"6137";"600100754";2022;"COE";"BPG";1;4;12;33,3
"6138";"600100754";2022;"COE";"REV";1;34;34;100
"6139";"600100754";2022;"COE";"SLE";0;222;236;94,1
"6140";"600100754";2022;"COE";"SLE";1;14;236;5,9
"6141";"600100754";2022;"LAP";"REV";1;18;18;100
"6142";"600100754";2023;"COE";"ABL";1;15;15;100
"6143";"600100754";2023;"COE";"ANN";0;1;2;50
"6144";"600100754";2023;"COE";"ANN";1;1;2;50
"6145";"600100754";2023;"COE";"BPG";0;6;14;42,9
"6146";"600100754";2023;"COE";"BPG";1;8;14;57,1
"6147";"600100754";2023;"COE";"REV";1;39;39;100
"6148";"600100754";2023;"COE";"SLE";0;181;192;94,3
"6149";"600100754";2023;"COE";"SLE";1;11;192;5,7
"6150";"600100754";2023;"LAP";"REV";1;27;27;100
"6151";"600100754";2024;"COE";"ABL";1;16;16;100
"6152";"600100754";2024;"COE";"ANN";0;2;10;20
"6153";"600100754";2024;"COE";"ANN";1;8;10;80
"6154";"600100754";2024;"COE";"BPG";0;5;7;71,4
"6155";"600100754";2024;"COE";"BPG";1;2;7;28,6
"6156";"600100754";2024;"COE";"REV";1;54;54;100
"6157";"600100754";2024;"COE";"SLE";0;160;165;97
"6158";"600100754";2024;"COE";"SLE";1;5;165;3
"6159";"600100754";2024;"LAP";"REV";1;25;25;100
"6160";"600100754";2024;"ROB";"SLE";0;1;1;100
"6161";"600110175";2020;"COE";"BPG";0;18;19;94,7
"6162";"600110175";2020;"COE";"BPG";1;1;19;5,3
"6163";"600110175";2020;"COE";"REV";1;1;1;100
"6164";"600110175";2020;"COE";"SLE";0;29;29;100
"6165";"600110175";2020;"LAP";"REV";1;3;3;100
"6166";"600110175";2021;"COE";"ABL";1;3;3;100
"6167";"600110175";2021;"COE";"BPG";0;31;34;91,2
"6168";"600110175";2021;"COE";"BPG";1;3;34;8,8
"6169";"600110175";2021;"COE";"REV";1;2;2;100
"6170";"600110175";2021;"COE";"SLE";0;58;60;96,7
"6171";"600110175";2021;"COE";"SLE";1;2;60;3,3
"6172";"600110175";2021;"LAP";"REV";1;2;2;100
"6173";"600110175";2022;"COE";"ABL";1;1;1;100
"6174";"600110175";2022;"COE";"BPG";0;41;45;91,1
"6175";"600110175";2022;"COE";"BPG";1;4;45;8,9
"6176";"600110175";2022;"COE";"REV";1;1;1;100
"6177";"600110175";2022;"COE";"SLE";0;62;63;98,4
"6178";"600110175";2022;"COE";"SLE";1;1;63;1,6
"6179";"600110175";2022;"LAP";"BPG";0;1;1;100
"6180";"600110175";2022;"LAP";"REV";0;1;10;10
"6181";"600110175";2022;"LAP";"REV";1;9;10;90
"6182";"600110175";2023;"COE";"ABL";1;2;2;100
"6183";"600110175";2023;"COE";"BPG";0;37;45;82,2
"6184";"600110175";2023;"COE";"BPG";1;8;45;17,8
"6185";"600110175";2023;"COE";"REV";1;2;2;100
"6186";"600110175";2023;"COE";"SLE";0;54;56;96,4
"6187";"600110175";2023;"COE";"SLE";1;2;56;3,6
"6188";"600110175";2023;"LAP";"REV";1;9;9;100
"6189";"600110175";2024;"COE";"ANN";0;2;2;100
"6190";"600110175";2024;"COE";"BPG";0;37;50;74
"6191";"600110175";2024;"COE";"BPG";1;13;50;26
"6192";"600110175";2024;"COE";"SLE";0;54;54;100
"6193";"600110175";2024;"LAP";"REV";1;8;8;100
"6194";"600113476";2020;"COE";"ABL";1;2;2;100
"6195";"600113476";2020;"COE";"BPG";0;2;4;50
"6196";"600113476";2020;"COE";"BPG";1;2;4;50
"6197";"600113476";2020;"COE";"REV";1;3;3;100
"6198";"600113476";2020;"COE";"SLE";0;73;75;97,3
"6199";"600113476";2020;"COE";"SLE";1;2;75;2,7
"6200";"600113476";2020;"LAP";"REV";1;3;3;100
"6201";"600113476";2021;"COE";"ABL";1;2;2;100
"6202";"600113476";2021;"COE";"BPG";0;2;6;33,3
"6203";"600113476";2021;"COE";"BPG";1;4;6;66,7
"6204";"600113476";2021;"COE";"REV";1;2;2;100
"6205";"600113476";2021;"COE";"SLE";0;99;102;97,1
"6206";"600113476";2021;"COE";"SLE";1;3;102;2,9
"6207";"600113476";2021;"LAP";"BPG";1;1;1;100
"6208";"600113476";2021;"LAP";"REV";1;1;1;100
"6209";"600113476";2022;"COE";"ABL";1;3;3;100
"6210";"600113476";2022;"COE";"BPG";0;2;11;18,2
"6211";"600113476";2022;"COE";"BPG";1;9;11;81,8
"6212";"600113476";2022;"COE";"REV";1;6;6;100
"6213";"600113476";2022;"COE";"SLE";0;91;98;92,9
"6214";"600113476";2022;"COE";"SLE";1;7;98;7,1
"6215";"600113476";2022;"LAP";"REV";1;6;6;100
"6216";"600113476";2022;"LAP";"SLE";1;1;1;100
"6217";"600113476";2023;"COE";"ABL";1;5;5;100
"6218";"600113476";2023;"COE";"BPG";0;5;19;26,3
"6219";"600113476";2023;"COE";"BPG";1;14;19;73,7
"6220";"600113476";2023;"COE";"REV";1;1;1;100
"6221";"600113476";2023;"COE";"SLE";0;69;73;94,5
"6222";"600113476";2023;"COE";"SLE";1;4;73;5,5
"6223";"600113476";2023;"LAP";"REV";1;4;4;100
"6224";"600113476";2023;"LAP";"SLE";0;1;1;100
"6225";"600113476";2024;"COE";"ABL";1;1;1;100
"6226";"600113476";2024;"COE";"BPG";0;9;35;25,7
"6227";"600113476";2024;"COE";"BPG";1;26;35;74,3
"6228";"600113476";2024;"COE";"SLE";0;63;67;94
"6229";"600113476";2024;"COE";"SLE";1;4;67;6
"6230";"600113476";2024;"ROB";"BPG";0;1;2;50
"6231";"600113476";2024;"ROB";"BPG";1;1;2;50
"6232";"600113476";2024;"ROB";"SLE";0;1;1;100
"6233";"610000069";2020;"COE";"ABL";1;4;4;100
"6234";"610000069";2020;"COE";"BPG";0;14;16;87,5
"6235";"610000069";2020;"COE";"BPG";1;2;16;12,5
"6236";"610000069";2020;"COE";"SLE";0;17;18;94,4
"6237";"610000069";2020;"COE";"SLE";1;1;18;5,6
"6238";"610000069";2021;"COE";"ABL";1;2;2;100
"6239";"610000069";2021;"COE";"BPG";0;28;31;90,3
"6240";"610000069";2021;"COE";"BPG";1;3;31;9,7
"6241";"610000069";2021;"COE";"SLE";0;37;38;97,4
"6242";"610000069";2021;"COE";"SLE";1;1;38;2,6
"6243";"610000069";2022;"COE";"ABL";1;2;2;100
"6244";"610000069";2022;"COE";"BPG";0;24;27;88,9
"6245";"610000069";2022;"COE";"BPG";1;3;27;11,1
"6246";"610000069";2022;"COE";"SLE";0;25;25;100
"6247";"610000069";2023;"COE";"BPG";0;25;28;89,3
"6248";"610000069";2023;"COE";"BPG";1;3;28;10,7
"6249";"610000069";2023;"COE";"SLE";0;22;22;100
"6250";"610000069";2024;"COE";"ABL";1;1;1;100
"6251";"610000069";2024;"COE";"BPG";0;26;32;81,2
"6252";"610000069";2024;"COE";"BPG";1;6;32;18,8
"6253";"610000069";2024;"COE";"SLE";0;23;23;100
"6254";"610000119";2020;"COE";"ABL";1;3;3;100
"6255";"610000119";2020;"COE";"ANN";0;1;1;100
"6256";"610000119";2020;"COE";"BPG";0;8;10;80
"6257";"610000119";2020;"COE";"BPG";1;2;10;20
"6258";"610000119";2020;"COE";"SLE";0;17;17;100
"6259";"610000119";2021;"COE";"ABL";1;1;1;100
"6260";"610000119";2021;"COE";"BPG";0;15;19;78,9
"6261";"610000119";2021;"COE";"BPG";1;4;19;21,1
"6262";"610000119";2021;"COE";"SLE";0;24;24;100
"6263";"610000119";2021;"LAP";"REV";1;1;1;100
"6264";"610000119";2022;"COE";"ABL";1;3;3;100
"6265";"610000119";2022;"COE";"BPG";0;14;23;60,9
"6266";"610000119";2022;"COE";"BPG";1;9;23;39,1
"6267";"610000119";2022;"COE";"SLE";0;20;20;100
"6268";"610000119";2022;"LAP";"SLE";0;1;1;100
"6269";"610000119";2023;"COE";"ABL";1;3;3;100
"6270";"610000119";2023;"COE";"BPG";0;11;17;64,7
"6271";"610000119";2023;"COE";"BPG";1;6;17;35,3
"6272";"610000119";2023;"COE";"REV";1;1;1;100
"6273";"610000119";2023;"COE";"SLE";0;15;17;88,2
"6274";"610000119";2023;"COE";"SLE";1;2;17;11,8
"6275";"610000119";2023;"LAP";"REV";1;1;1;100
"6276";"610000119";2024;"COE";"ABL";1;1;1;100
"6277";"610000119";2024;"COE";"BPG";0;13;21;61,9
"6278";"610000119";2024;"COE";"BPG";1;8;21;38,1
"6279";"610000119";2024;"COE";"REV";1;1;1;100
"6280";"610000119";2024;"COE";"SLE";0;19;20;95
"6281";"610000119";2024;"COE";"SLE";1;1;20;5
"6282";"610000119";2024;"LAP";"REV";1;1;1;100
"6283";"620000224";2020;"COE";"ANN";0;2;2;100
"6284";"620000224";2020;"COE";"SLE";0;14;14;100
"6285";"620000224";2021;"COE";"ANN";0;3;3;100
"6286";"620000224";2021;"COE";"SLE";0;21;21;100
"6287";"620000224";2022;"COE";"ANN";0;3;3;100
"6288";"620000224";2022;"COE";"SLE";0;27;27;100
"6289";"620000224";2023;"COE";"ANN";0;7;7;100
"6290";"620000224";2023;"COE";"SLE";0;41;42;97,6
"6291";"620000224";2023;"COE";"SLE";1;1;42;2,4
