"";"finessGeoDP";"annee";"baria_t";"n";"TOT_y";"TOT";"AVER"
"4026";"770300143";2021;"SLE";140;200;834;167
"4027";"770300143";2022;"ABL";27;179;834;167
"4028";"770300143";2022;"ANN";8;179;834;167
"4029";"770300143";2022;"BPG";21;179;834;167
"4030";"770300143";2022;"REV";6;179;834;167
"4031";"770300143";2022;"SLE";117;179;834;167
"4032";"770300143";2023;"ABL";24;142;834;167
"4033";"770300143";2023;"ANN";5;142;834;167
"4034";"770300143";2023;"BPG";23;142;834;167
"4035";"770300143";2023;"REV";7;142;834;167
"4036";"770300143";2023;"SLE";83;142;834;167
"4037";"770300143";2024;"ABL";24;134;834;167
"4038";"770300143";2024;"ANN";6;134;834;167
"4039";"770300143";2024;"BPG";12;134;834;167
"4040";"770300143";2024;"REV";10;134;834;167
"4041";"770300143";2024;"SLE";82;134;834;167
"4042";"780000287";2020;"ABL";1;52;362;72
"4043";"780000287";2020;"BPG";8;52;362;72
"4044";"780000287";2020;"REV";1;52;362;72
"4045";"780000287";2020;"SLE";42;52;362;72
"4046";"780000287";2021;"ABL";2;83;362;72
"4047";"780000287";2021;"BPG";13;83;362;72
"4048";"780000287";2021;"REV";5;83;362;72
"4049";"780000287";2021;"SLE";63;83;362;72
"4050";"780000287";2022;"ABL";6;75;362;72
"4051";"780000287";2022;"BPG";18;75;362;72
"4052";"780000287";2022;"REV";8;75;362;72
"4053";"780000287";2022;"SLE";43;75;362;72
"4054";"780000287";2023;"ABL";10;74;362;72
"4055";"780000287";2023;"BPG";11;74;362;72
"4056";"780000287";2023;"REV";5;74;362;72
"4057";"780000287";2023;"SLE";48;74;362;72
"4058";"780000287";2024;"ABL";6;78;362;72
"4059";"780000287";2024;"BPG";11;78;362;72
"4060";"780000287";2024;"REV";7;78;362;72
"4061";"780000287";2024;"SLE";54;78;362;72
"4062";"780000311";2020;"ABL";2;195;699;140
"4063";"780000311";2020;"BPG";13;195;699;140
"4064";"780000311";2020;"DBP";4;195;699;140
"4065";"780000311";2020;"REV";15;195;699;140
"4066";"780000311";2020;"SLE";161;195;699;140
"4067";"780000311";2021;"ABL";4;269;699;140
"4068";"780000311";2021;"BPG";26;269;699;140
"4069";"780000311";2021;"DBP";11;269;699;140
"4070";"780000311";2021;"REV";28;269;699;140
"4071";"780000311";2021;"SLE";200;269;699;140
"4072";"780000311";2022;"ABL";2;100;699;140
"4073";"780000311";2022;"ANN";1;100;699;140
"4074";"780000311";2022;"BPG";6;100;699;140
"4075";"780000311";2022;"DBP";8;100;699;140
"4076";"780000311";2022;"REV";20;100;699;140
"4077";"780000311";2022;"SLE";63;100;699;140
"4078";"780000311";2023;"ABL";3;54;699;140
"4079";"780000311";2023;"BPG";9;54;699;140
"4080";"780000311";2023;"DBP";1;54;699;140
"4081";"780000311";2023;"REV";10;54;699;140
"4082";"780000311";2023;"SLE";31;54;699;140
"4083";"780000311";2024;"ABL";3;81;699;140
"4084";"780000311";2024;"BPG";11;81;699;140
"4085";"780000311";2024;"DBP";1;81;699;140
"4086";"780000311";2024;"REV";11;81;699;140
"4087";"780000311";2024;"SLE";55;81;699;140
"4088";"780300208";2020;"ABL";2;6;529;106
"4089";"780300208";2020;"SLE";4;6;529;106
"4090";"780300208";2021;"ABL";3;76;529;106
"4091";"780300208";2021;"BPG";3;76;529;106
"4092";"780300208";2021;"DBP";1;76;529;106
"4093";"780300208";2021;"REV";12;76;529;106
"4094";"780300208";2021;"SLE";57;76;529;106
"4095";"780300208";2022;"ABL";1;160;529;106
"4096";"780300208";2022;"ANN";4;160;529;106
"4097";"780300208";2022;"BPG";17;160;529;106
"4098";"780300208";2022;"GVC";4;160;529;106
"4099";"780300208";2022;"NDD";1;160;529;106
"4100";"780300208";2022;"REV";12;160;529;106
"4101";"780300208";2022;"SLE";121;160;529;106
"4102";"780300208";2023;"ABL";3;185;529;106
"4103";"780300208";2023;"ANN";4;185;529;106
"4104";"780300208";2023;"BPG";20;185;529;106
"4105";"780300208";2023;"GVC";13;185;529;106
"4106";"780300208";2023;"REV";16;185;529;106
"4107";"780300208";2023;"SLE";129;185;529;106
"4108";"780300208";2024;"ABL";3;102;529;106
"4109";"780300208";2024;"ANN";1;102;529;106
"4110";"780300208";2024;"BPG";2;102;529;106
"4111";"780300208";2024;"GVC";2;102;529;106
"4112";"780300208";2024;"REV";17;102;529;106
"4113";"780300208";2024;"SLE";77;102;529;106
"4114";"780300414";2020;"ABL";65;469;1931;386
"4115";"780300414";2020;"ANN";1;469;1931;386
"4116";"780300414";2020;"BPG";12;469;1931;386
"4117";"780300414";2020;"REV";5;469;1931;386
"4118";"780300414";2020;"SLE";386;469;1931;386
"4119";"780300414";2021;"ABL";67;462;1931;386
"4120";"780300414";2021;"ANN";1;462;1931;386
"4121";"780300414";2021;"BPG";11;462;1931;386
"4122";"780300414";2021;"REV";9;462;1931;386
"4123";"780300414";2021;"SLE";374;462;1931;386
"4124";"780300414";2022;"ABL";40;436;1931;386
"4125";"780300414";2022;"ANN";1;436;1931;386
"4126";"780300414";2022;"BPG";16;436;1931;386
"4127";"780300414";2022;"DBP";1;436;1931;386
"4128";"780300414";2022;"REV";3;436;1931;386
"4129";"780300414";2022;"SLE";375;436;1931;386
"4130";"780300414";2023;"ABL";28;309;1931;386
"4131";"780300414";2023;"ANN";7;309;1931;386
"4132";"780300414";2023;"BPG";10;309;1931;386
"4133";"780300414";2023;"REV";7;309;1931;386
"4134";"780300414";2023;"SLE";257;309;1931;386
"4135";"780300414";2024;"ABL";13;255;1931;386
"4136";"780300414";2024;"ANN";1;255;1931;386
"4137";"780300414";2024;"BPG";15;255;1931;386
"4138";"780300414";2024;"REV";12;255;1931;386
"4139";"780300414";2024;"SLE";214;255;1931;386
"4140";"790009948";2020;"ABL";1;31;318;64
"4141";"790009948";2020;"BPG";17;31;318;64
"4142";"790009948";2020;"REV";1;31;318;64
"4143";"790009948";2020;"SLE";12;31;318;64
"4144";"790009948";2021;"ABL";1;63;318;64
"4145";"790009948";2021;"BPG";39;63;318;64
"4146";"790009948";2021;"REV";1;63;318;64
"4147";"790009948";2021;"SLE";22;63;318;64
"4148";"790009948";2022;"BPG";48;74;318;64
"4149";"790009948";2022;"SLE";26;74;318;64
"4150";"790009948";2023;"ABL";1;72;318;64
"4151";"790009948";2023;"BPG";48;72;318;64
"4152";"790009948";2023;"REV";1;72;318;64
"4153";"790009948";2023;"SLE";22;72;318;64
"4154";"790009948";2024;"ABL";2;78;318;64
"4155";"790009948";2024;"ANN";1;78;318;64
"4156";"790009948";2024;"BPG";41;78;318;64
"4157";"790009948";2024;"SLE";34;78;318;64
"4158";"800006124";2020;"ABL";6;151;706;141
"4159";"800006124";2020;"BPG";11;151;706;141
"4160";"800006124";2020;"REV";6;151;706;141
"4161";"800006124";2020;"SLE";128;151;706;141
"4162";"800006124";2021;"ABL";5;155;706;141
"4163";"800006124";2021;"BPG";14;155;706;141
"4164";"800006124";2021;"REV";9;155;706;141
"4165";"800006124";2021;"SLE";127;155;706;141
"4166";"800006124";2022;"ABL";2;147;706;141
"4167";"800006124";2022;"BPG";13;147;706;141
"4168";"800006124";2022;"DBP";1;147;706;141
"4169";"800006124";2022;"REV";7;147;706;141
"4170";"800006124";2022;"SLE";124;147;706;141
"4171";"800006124";2023;"ABL";1;137;706;141
"4172";"800006124";2023;"BPG";4;137;706;141
"4173";"800006124";2023;"REV";6;137;706;141
"4174";"800006124";2023;"SLE";126;137;706;141
"4175";"800006124";2024;"ABL";4;116;706;141
"4176";"800006124";2024;"BPG";25;116;706;141
"4177";"800006124";2024;"REV";9;116;706;141
"4178";"800006124";2024;"SLE";78;116;706;141
"4179";"800009920";2020;"ABL";5;77;483;97
"4180";"800009920";2020;"SLE";72;77;483;97
"4181";"800009920";2021;"SLE";104;104;483;97
"4182";"800009920";2022;"SLE";117;117;483;97
"4183";"800009920";2023;"ABL";1;94;483;97
"4184";"800009920";2023;"BPG";4;94;483;97
"4185";"800009920";2023;"SLE";89;94;483;97
"4186";"800009920";2024;"BPG";3;91;483;97
"4187";"800009920";2024;"REV";1;91;483;97
"4188";"800009920";2024;"SLE";87;91;483;97
"4189";"810101170";2020;"ABL";4;79;523;105
"4190";"810101170";2020;"ANN";1;79;523;105
"4191";"810101170";2020;"BPG";6;79;523;105
"4192";"810101170";2020;"REV";1;79;523;105
"4193";"810101170";2020;"SLE";67;79;523;105
"4194";"810101170";2021;"ABL";2;122;523;105
"4195";"810101170";2021;"ANN";1;122;523;105
"4196";"810101170";2021;"BPG";15;122;523;105
"4197";"810101170";2021;"SLE";104;122;523;105
"4198";"810101170";2022;"ABL";5;108;523;105
"4199";"810101170";2022;"ANN";1;108;523;105
"4200";"810101170";2022;"BPG";16;108;523;105
"4201";"810101170";2022;"REV";2;108;523;105
"4202";"810101170";2022;"SLE";84;108;523;105
"4203";"810101170";2023;"ABL";3;108;523;105
"4204";"810101170";2023;"BPG";16;108;523;105
"4205";"810101170";2023;"SLE";89;108;523;105
"4206";"810101170";2024;"ABL";2;106;523;105
"4207";"810101170";2024;"BPG";24;106;523;105
"4208";"810101170";2024;"SLE";80;106;523;105
"4209";"810101444";2020;"ABL";2;85;481;96
"4210";"810101444";2020;"BPG";7;85;481;96
"4211";"810101444";2020;"SLE";76;85;481;96
"4212";"810101444";2021;"ABL";2;112;481;96
"4213";"810101444";2021;"BPG";10;112;481;96
"4214";"810101444";2021;"SLE";100;112;481;96
"4215";"810101444";2022;"BPG";13;107;481;96
"4216";"810101444";2022;"SLE";94;107;481;96
"4217";"810101444";2023;"BPG";5;94;481;96
"4218";"810101444";2023;"REV";1;94;481;96
"4219";"810101444";2023;"SLE";88;94;481;96
"4220";"810101444";2024;"BPG";16;83;481;96
"4221";"810101444";2024;"REV";1;83;481;96
"4222";"810101444";2024;"SLE";66;83;481;96
"4223";"820000040";2020;"ABL";5;50;271;54
"4224";"820000040";2020;"ANN";1;50;271;54
"4225";"820000040";2020;"BPG";4;50;271;54
"4226";"820000040";2020;"REV";3;50;271;54
"4227";"820000040";2020;"SLE";37;50;271;54
"4228";"820000040";2021;"ABL";5;75;271;54
"4229";"820000040";2021;"BPG";2;75;271;54
"4230";"820000040";2021;"REV";5;75;271;54
"4231";"820000040";2021;"SLE";63;75;271;54
"4232";"820000040";2022;"ABL";2;66;271;54
"4233";"820000040";2022;"ANN";1;66;271;54
"4234";"820000040";2022;"BPG";1;66;271;54
"4235";"820000040";2022;"REV";8;66;271;54
"4236";"820000040";2022;"SLE";54;66;271;54
"4237";"820000040";2023;"ABL";5;50;271;54
"4238";"820000040";2023;"BPG";3;50;271;54
"4239";"820000040";2023;"REV";13;50;271;54
"4240";"820000040";2023;"SLE";29;50;271;54
"4241";"820000040";2024;"BPG";1;30;271;54
"4242";"820000040";2024;"REV";3;30;271;54
"4243";"820000040";2024;"SLE";26;30;271;54
"4244";"830000311";2020;"ABL";1;44;256;51
"4245";"830000311";2020;"SLE";43;44;256;51
"4246";"830000311";2021;"ABL";2;89;256;51
"4247";"830000311";2021;"BPG";1;89;256;51
"4248";"830000311";2021;"REV";1;89;256;51
"4249";"830000311";2021;"SLE";85;89;256;51
"4250";"830000311";2022;"ABL";3;55;256;51
"4251";"830000311";2022;"SLE";52;55;256;51
"4252";"830000311";2023;"ABL";2;47;256;51
"4253";"830000311";2023;"SLE";45;47;256;51
"4254";"830000311";2024;"ABL";1;21;256;51
"4255";"830000311";2024;"REV";1;21;256;51
"4256";"830000311";2024;"SLE";19;21;256;51
"4257";"830000345";2020;"ABL";11;108;529;106
"4258";"830000345";2020;"ANN";1;108;529;106
"4259";"830000345";2020;"BPG";22;108;529;106
"4260";"830000345";2020;"REV";3;108;529;106
"4261";"830000345";2020;"SLE";71;108;529;106
"4262";"830000345";2021;"ABL";10;122;529;106
"4263";"830000345";2021;"BPG";29;122;529;106
"4264";"830000345";2021;"REV";5;122;529;106
"4265";"830000345";2021;"SLE";78;122;529;106
"4266";"830000345";2022;"ABL";5;102;529;106
"4267";"830000345";2022;"BPG";29;102;529;106
"4268";"830000345";2022;"REV";4;102;529;106
"4269";"830000345";2022;"SLE";64;102;529;106
"4270";"830000345";2023;"ABL";7;115;529;106
"4271";"830000345";2023;"BPG";45;115;529;106
"4272";"830000345";2023;"DBP";2;115;529;106
"4273";"830000345";2023;"REV";6;115;529;106
"4274";"830000345";2023;"SLE";55;115;529;106
"4275";"830000345";2024;"ABL";4;82;529;106
"4276";"830000345";2024;"BPG";25;82;529;106
"4277";"830000345";2024;"REV";3;82;529;106
"4278";"830000345";2024;"SLE";50;82;529;106
"4279";"830100251";2020;"ABL";6;85;510;102
"4280";"830100251";2020;"SLE";79;85;510;102
"4281";"830100251";2021;"ABL";10;106;510;102
"4282";"830100251";2021;"SLE";96;106;510;102
"4283";"830100251";2022;"ABL";13;92;510;102
"4284";"830100251";2022;"BPG";1;92;510;102
"4285";"830100251";2022;"SLE";78;92;510;102
"4286";"830100251";2023;"ABL";4;78;510;102
"4287";"830100251";2023;"SLE";74;78;510;102
"4288";"830100251";2024;"ABL";17;149;510;102
"4289";"830100251";2024;"BPG";7;149;510;102
"4290";"830100251";2024;"DBP";1;149;510;102
"4291";"830100251";2024;"REV";7;149;510;102
"4292";"830100251";2024;"SLE";117;149;510;102
"4293";"830100434";2020;"ABL";11;117;635;127
"4294";"830100434";2020;"BPG";25;117;635;127
"4295";"830100434";2020;"REV";8;117;635;127
"4296";"830100434";2020;"SLE";73;117;635;127
"4297";"830100434";2021;"ABL";13;176;635;127
"4298";"830100434";2021;"BPG";29;176;635;127
"4299";"830100434";2021;"REV";8;176;635;127
"4300";"830100434";2021;"SLE";126;176;635;127
"4301";"830100434";2022;"ABL";6;132;635;127
"4302";"830100434";2022;"BPG";20;132;635;127
"4303";"830100434";2022;"REV";12;132;635;127
"4304";"830100434";2022;"SLE";94;132;635;127
"4305";"830100434";2023;"ABL";8;105;635;127
"4306";"830100434";2023;"BPG";18;105;635;127
"4307";"830100434";2023;"REV";12;105;635;127
"4308";"830100434";2023;"SLE";67;105;635;127
"4309";"830100434";2024;"ABL";7;105;635;127
"4310";"830100434";2024;"BPG";13;105;635;127
"4311";"830100434";2024;"NDD";1;105;635;127
"4312";"830100434";2024;"REV";16;105;635;127
"4313";"830100434";2024;"SLE";68;105;635;127
"4314";"830100459";2020;"ABL";35;363;1820;364
"4315";"830100459";2020;"ANN";1;363;1820;364
"4316";"830100459";2020;"BPG";28;363;1820;364
"4317";"830100459";2020;"REV";24;363;1820;364
"4318";"830100459";2020;"SLE";275;363;1820;364
"4319";"830100459";2021;"ABL";40;455;1820;364
"4320";"830100459";2021;"ANN";5;455;1820;364
"4321";"830100459";2021;"BPG";41;455;1820;364
"4322";"830100459";2021;"REV";21;455;1820;364
"4323";"830100459";2021;"SLE";348;455;1820;364
"4324";"830100459";2022;"ABL";38;379;1820;364
"4325";"830100459";2022;"ANN";3;379;1820;364
"4326";"830100459";2022;"BPG";28;379;1820;364
"4327";"830100459";2022;"REV";23;379;1820;364
"4328";"830100459";2022;"SLE";287;379;1820;364
"4329";"830100459";2023;"ABL";27;368;1820;364
"4330";"830100459";2023;"ANN";5;368;1820;364
"4331";"830100459";2023;"BPG";49;368;1820;364
"4332";"830100459";2023;"REV";35;368;1820;364
"4333";"830100459";2023;"SLE";252;368;1820;364
"4334";"830100459";2024;"ABL";17;255;1820;364
"4335";"830100459";2024;"ANN";5;255;1820;364
"4336";"830100459";2024;"BPG";40;255;1820;364
"4337";"830100459";2024;"REV";20;255;1820;364
"4338";"830100459";2024;"SLE";173;255;1820;364
"4339";"840000400";2020;"ABL";16;143;966;193
"4340";"840000400";2020;"ANN";3;143;966;193
"4341";"840000400";2020;"BPG";7;143;966;193
"4342";"840000400";2020;"SLE";117;143;966;193
"4343";"840000400";2021;"ABL";13;264;966;193
"4344";"840000400";2021;"ANN";3;264;966;193
"4345";"840000400";2021;"BPG";30;264;966;193
"4346";"840000400";2021;"SLE";218;264;966;193
"4347";"840000400";2022;"ABL";13;215;966;193
"4348";"840000400";2022;"BPG";15;215;966;193
"4349";"840000400";2022;"SLE";187;215;966;193
"4350";"840000400";2023;"ABL";22;236;966;193
"4351";"840000400";2023;"ANN";3;236;966;193
"4352";"840000400";2023;"BPG";31;236;966;193
"4353";"840000400";2023;"REV";8;236;966;193
"4354";"840000400";2023;"SLE";172;236;966;193
"4355";"840000400";2024;"ABL";12;108;966;193
"4356";"840000400";2024;"BPG";12;108;966;193
"4357";"840000400";2024;"REV";5;108;966;193
"4358";"840000400";2024;"SLE";79;108;966;193
"4359";"840000418";2024;"ABL";3;85;85;85
"4360";"840000418";2024;"BPG";17;85;85;85
"4361";"840000418";2024;"REV";6;85;85;85
"4362";"840000418";2024;"SLE";59;85;85;85
"4363";"840000467";2020;"ABL";6;51;400;80
"4364";"840000467";2020;"ANN";1;51;400;80
"4365";"840000467";2020;"BPG";13;51;400;80
"4366";"840000467";2020;"SLE";31;51;400;80
"4367";"840000467";2021;"ABL";7;98;400;80
"4368";"840000467";2021;"BPG";22;98;400;80
"4369";"840000467";2021;"REV";2;98;400;80
"4370";"840000467";2021;"SLE";67;98;400;80
"4371";"840000467";2022;"ABL";7;82;400;80
"4372";"840000467";2022;"BPG";14;82;400;80
"4373";"840000467";2022;"SLE";61;82;400;80
"4374";"840000467";2023;"ABL";12;93;400;80
"4375";"840000467";2023;"ANN";1;93;400;80
"4376";"840000467";2023;"BPG";11;93;400;80
"4377";"840000467";2023;"SLE";69;93;400;80
"4378";"840000467";2024;"ABL";6;76;400;80
"4379";"840000467";2024;"BPG";14;76;400;80
"4380";"840000467";2024;"SLE";56;76;400;80
"4381";"850000142";2020;"ABL";4;44;320;64
"4382";"850000142";2020;"ANN";1;44;320;64
"4383";"850000142";2020;"BPG";19;44;320;64
"4384";"850000142";2020;"SLE";20;44;320;64
"4385";"850000142";2021;"ABL";5;80;320;64
"4386";"850000142";2021;"ANN";1;80;320;64
"4387";"850000142";2021;"BPG";38;80;320;64
"4388";"850000142";2021;"REV";3;80;320;64
"4389";"850000142";2021;"SLE";33;80;320;64
"4390";"850000142";2022;"ABL";2;65;320;64
"4391";"850000142";2022;"ANN";1;65;320;64
"4392";"850000142";2022;"BPG";26;65;320;64
"4393";"850000142";2022;"REV";2;65;320;64
"4394";"850000142";2022;"SLE";34;65;320;64
"4395";"850000142";2023;"ABL";3;56;320;64
"4396";"850000142";2023;"ANN";1;56;320;64
"4397";"850000142";2023;"BPG";28;56;320;64
"4398";"850000142";2023;"REV";2;56;320;64
"4399";"850000142";2023;"SLE";22;56;320;64
"4400";"850000142";2024;"ABL";6;75;320;64
"4401";"850000142";2024;"ANN";1;75;320;64
"4402";"850000142";2024;"BPG";32;75;320;64
"4403";"850000142";2024;"REV";2;75;320;64
"4404";"850000142";2024;"SLE";34;75;320;64
"4405";"860000223";2020;"ABL";4;141;990;198
"4406";"860000223";2020;"BPG";63;141;990;198
"4407";"860000223";2020;"REV";12;141;990;198
"4408";"860000223";2020;"SLE";62;141;990;198
"4409";"860000223";2021;"ABL";3;280;990;198
"4410";"860000223";2021;"BPG";136;280;990;198
"4411";"860000223";2021;"DBP";1;280;990;198
"4412";"860000223";2021;"REV";15;280;990;198
"4413";"860000223";2021;"SLE";125;280;990;198
"4414";"860000223";2022;"ABL";1;209;990;198
"4415";"860000223";2022;"BPG";110;209;990;198
"4416";"860000223";2022;"DBP";1;209;990;198
"4417";"860000223";2022;"GVC";1;209;990;198
"4418";"860000223";2022;"REV";6;209;990;198
"4419";"860000223";2022;"SLE";90;209;990;198
"4420";"860000223";2023;"ABL";5;196;990;198
"4421";"860000223";2023;"BPG";103;196;990;198
"4422";"860000223";2023;"DBP";4;196;990;198
"4423";"860000223";2023;"REV";4;196;990;198
"4424";"860000223";2023;"SLE";80;196;990;198
"4425";"860000223";2024;"ABL";3;164;990;198
"4426";"860000223";2024;"BPG";100;164;990;198
"4427";"860000223";2024;"DBP";3;164;990;198
"4428";"860000223";2024;"REV";2;164;990;198
"4429";"860000223";2024;"SLE";56;164;990;198
"4430";"870000064";2020;"ABL";4;49;272;54
"4431";"870000064";2020;"BPG";17;49;272;54
"4432";"870000064";2020;"REV";4;49;272;54
"4433";"870000064";2020;"SLE";24;49;272;54
"4434";"870000064";2021;"ABL";2;53;272;54
"4435";"870000064";2021;"BPG";29;53;272;54
"4436";"870000064";2021;"DBP";1;53;272;54
"4437";"870000064";2021;"REV";1;53;272;54
"4438";"870000064";2021;"SLE";20;53;272;54
"4439";"870000064";2022;"ABL";7;65;272;54
"4440";"870000064";2022;"BPG";20;65;272;54
"4441";"870000064";2022;"REV";9;65;272;54
"4442";"870000064";2022;"SLE";29;65;272;54
"4443";"870000064";2023;"ABL";1;56;272;54
"4444";"870000064";2023;"BPG";29;56;272;54
"4445";"870000064";2023;"REV";4;56;272;54
"4446";"870000064";2023;"SLE";22;56;272;54
"4447";"870000064";2024;"ABL";2;49;272;54
"4448";"870000064";2024;"BPG";30;49;272;54
"4449";"870000064";2024;"REV";5;49;272;54
"4450";"870000064";2024;"SLE";12;49;272;54
"4451";"870000288";2020;"ABL";18;242;1438;288
"4452";"870000288";2020;"BPG";37;242;1438;288
"4453";"870000288";2020;"REV";33;242;1438;288
"4454";"870000288";2020;"SLE";154;242;1438;288
"4455";"870000288";2021;"ABL";16;297;1438;288
"4456";"870000288";2021;"BPG";67;297;1438;288
"4457";"870000288";2021;"REV";33;297;1438;288
"4458";"870000288";2021;"SLE";181;297;1438;288
"4459";"870000288";2022;"ABL";23;328;1438;288
"4460";"870000288";2022;"ANN";1;328;1438;288
"4461";"870000288";2022;"BPG";94;328;1438;288
"4462";"870000288";2022;"REV";59;328;1438;288
"4463";"870000288";2022;"SLE";151;328;1438;288
"4464";"870000288";2023;"ABL";14;290;1438;288
"4465";"870000288";2023;"ANN";2;290;1438;288
"4466";"870000288";2023;"BPG";86;290;1438;288
"4467";"870000288";2023;"REV";59;290;1438;288
"4468";"870000288";2023;"SLE";129;290;1438;288
"4469";"870000288";2024;"ABL";14;281;1438;288
"4470";"870000288";2024;"BPG";108;281;1438;288
"4471";"870000288";2024;"REV";48;281;1438;288
"4472";"870000288";2024;"SLE";111;281;1438;288
"4473";"890000169";2020;"ABL";6;172;903;181
"4474";"890000169";2020;"BPG";34;172;903;181
"4475";"890000169";2020;"REV";15;172;903;181
"4476";"890000169";2020;"SLE";117;172;903;181
"4477";"890000169";2021;"ABL";6;190;903;181
"4478";"890000169";2021;"ANN";3;190;903;181
"4479";"890000169";2021;"BPG";46;190;903;181
"4480";"890000169";2021;"REV";6;190;903;181
"4481";"890000169";2021;"SLE";129;190;903;181
"4482";"890000169";2022;"ABL";6;177;903;181
"4483";"890000169";2022;"ANN";2;177;903;181
"4484";"890000169";2022;"BPG";40;177;903;181
"4485";"890000169";2022;"REV";8;177;903;181
"4486";"890000169";2022;"SLE";121;177;903;181
"4487";"890000169";2023;"ABL";5;195;903;181
"4488";"890000169";2023;"ANN";2;195;903;181
"4489";"890000169";2023;"BPG";38;195;903;181
"4490";"890000169";2023;"REV";7;195;903;181
"4491";"890000169";2023;"SLE";143;195;903;181
"4492";"890000169";2024;"ABL";4;169;903;181
"4493";"890000169";2024;"ANN";3;169;903;181
"4494";"890000169";2024;"BPG";34;169;903;181
"4495";"890000169";2024;"REV";11;169;903;181
"4496";"890000169";2024;"SLE";117;169;903;181
"4497";"890975550";2020;"ABL";5;106;801;160
"4498";"890975550";2020;"BPG";2;106;801;160
"4499";"890975550";2020;"REV";4;106;801;160
"4500";"890975550";2020;"SLE";95;106;801;160
"4501";"890975550";2021;"ABL";5;211;801;160
"4502";"890975550";2021;"BPG";8;211;801;160
"4503";"890975550";2021;"REV";6;211;801;160
"4504";"890975550";2021;"SLE";192;211;801;160
"4505";"890975550";2022;"ABL";8;174;801;160
"4506";"890975550";2022;"BPG";22;174;801;160
"4507";"890975550";2022;"REV";2;174;801;160
"4508";"890975550";2022;"SLE";142;174;801;160
"4509";"890975550";2023;"ABL";8;147;801;160
"4510";"890975550";2023;"BPG";33;147;801;160
"4511";"890975550";2023;"REV";3;147;801;160
"4512";"890975550";2023;"SLE";103;147;801;160
"4513";"890975550";2024;"ABL";13;163;801;160
"4514";"890975550";2024;"BPG";31;163;801;160
"4515";"890975550";2024;"REV";4;163;801;160
"4516";"890975550";2024;"SLE";115;163;801;160
"4517";"900003039";2020;"ABL";2;96;636;127
"4518";"900003039";2020;"BPG";41;96;636;127
"4519";"900003039";2020;"REV";5;96;636;127
"4520";"900003039";2020;"SLE";48;96;636;127
"4521";"900003039";2021;"ABL";3;103;636;127
"4522";"900003039";2021;"ANN";1;103;636;127
"4523";"900003039";2021;"BPG";42;103;636;127
"4524";"900003039";2021;"REV";6;103;636;127
"4525";"900003039";2021;"SLE";51;103;636;127
"4526";"900003039";2022;"ABL";1;121;636;127
"4527";"900003039";2022;"BPG";53;121;636;127
"4528";"900003039";2022;"DBP";2;121;636;127
"4529";"900003039";2022;"GVC";1;121;636;127
"4530";"900003039";2022;"REV";9;121;636;127
"4531";"900003039";2022;"SLE";55;121;636;127
"4532";"900003039";2023;"ABL";3;154;636;127
"4533";"900003039";2023;"ANN";1;154;636;127
"4534";"900003039";2023;"BPG";57;154;636;127
"4535";"900003039";2023;"REV";11;154;636;127
"4536";"900003039";2023;"SLE";82;154;636;127
"4537";"900003039";2024;"ABL";6;162;636;127
"4538";"900003039";2024;"ANN";1;162;636;127
"4539";"900003039";2024;"BPG";54;162;636;127
"4540";"900003039";2024;"REV";22;162;636;127
"4541";"900003039";2024;"SLE";79;162;636;127
"4542";"910020254";2020;"ABL";1;44;256;51
"4543";"910020254";2020;"BPG";23;44;256;51
"4544";"910020254";2020;"REV";2;44;256;51
"4545";"910020254";2020;"SLE";18;44;256;51
"4546";"910020254";2021;"ABL";1;61;256;51
"4547";"910020254";2021;"BPG";33;61;256;51
"4548";"910020254";2021;"SLE";27;61;256;51
"4549";"910020254";2022;"BPG";23;52;256;51
"4550";"910020254";2022;"REV";4;52;256;51
"4551";"910020254";2022;"SLE";25;52;256;51
"4552";"910020254";2023;"ABL";1;55;256;51
"4553";"910020254";2023;"BPG";32;55;256;51
"4554";"910020254";2023;"REV";6;55;256;51
"4555";"910020254";2023;"SLE";16;55;256;51
"4556";"910020254";2024;"ABL";2;44;256;51
"4557";"910020254";2024;"BPG";29;44;256;51
"4558";"910020254";2024;"REV";3;44;256;51
"4559";"910020254";2024;"SLE";10;44;256;51
"4560";"910300144";2020;"ABL";18;182;953;191
"4561";"910300144";2020;"BPG";63;182;953;191
"4562";"910300144";2020;"REV";8;182;953;191
"4563";"910300144";2020;"SLE";93;182;953;191
"4564";"910300144";2021;"ABL";21;210;953;191
"4565";"910300144";2021;"BPG";62;210;953;191
"4566";"910300144";2021;"REV";20;210;953;191
"4567";"910300144";2021;"SLE";107;210;953;191
"4568";"910300144";2022;"ABL";13;216;953;191
"4569";"910300144";2022;"BPG";92;216;953;191
"4570";"910300144";2022;"DBP";1;216;953;191
"4571";"910300144";2022;"REV";16;216;953;191
"4572";"910300144";2022;"SLE";94;216;953;191
"4573";"910300144";2023;"ABL";24;192;953;191
"4574";"910300144";2023;"BPG";69;192;953;191
"4575";"910300144";2023;"REV";17;192;953;191
"4576";"910300144";2023;"SLE";82;192;953;191
"4577";"910300144";2024;"ABL";17;153;953;191
"4578";"910300144";2024;"BPG";56;153;953;191
"4579";"910300144";2024;"DBP";1;153;953;191
"4580";"910300144";2024;"REV";11;153;953;191
"4581";"910300144";2024;"SLE";68;153;953;191
"4582";"910300177";2020;"ABL";41;237;1247;249
"4583";"910300177";2020;"ANN";10;237;1247;249
"4584";"910300177";2020;"BPG";5;237;1247;249
