"finessGeoDP","annee","duree_cat","LOS_nb","LOS_pct"
"570000059",2024,"(0,3]",48,73.8
"570000059",2024,"(3,6]",14,21.5
"570000059",2024,"(6,225]",3,4.6
"570000059",2025,"(0,3]",18,66.7
"570000059",2025,"(3,6]",8,29.6
"570000059",2025,"(6,225]",1,3.7
"570000083",2021,"(0,3]",142,91.6
"570000083",2021,"(3,6]",13,8.4
"570000083",2022,"(0,3]",111,89.5
"570000083",2022,"(3,6]",13,10.5
"570000083",2023,"(0,3]",97,89
"570000083",2023,"(3,6]",12,11
"570000083",2024,"(0,3]",95,95
"570000083",2024,"(3,6]",3,3
"570000083",2024,"(6,225]",2,2
"570000083",2025,"(0,3]",55,96.5
"570000083",2025,"(3,6]",1,1.8
"570000083",2025,"(6,225]",1,1.8
"570000349",2021,"(0,3]",24,85.7
"570000349",2021,"(3,6]",4,14.3
"570000349",2022,"(0,3]",51,86.4
"570000349",2022,"(3,6]",4,6.8
"570000349",2022,"(6,225]",4,6.8
"570000349",2023,"(0,3]",41,82
"570000349",2023,"(3,6]",9,18
"570000349",2024,"(0,3]",30,85.7
"570000349",2024,"(3,6]",3,8.6
"570000349",2024,"(6,225]",2,5.7
"570000349",2025,"(0,3]",13,86.7
"570000349",2025,"(3,6]",1,6.7
"570000349",2025,"(6,225]",1,6.7
"570000356",2023,"(0,3]",19,86.4
"570000356",2023,"(3,6]",3,13.6
"570000356",2024,"(0,3]",33,89.2
"570000356",2024,"(3,6]",4,10.8
"570000356",2025,"(0,3]",9,90
"570000356",2025,"(6,225]",1,10
"570000646",2021,"[-1,0]",35,57.4
"570000646",2021,"(0,3]",25,41
"570000646",2021,"(3,6]",1,1.6
"570000646",2022,"[-1,0]",13,22.8
"570000646",2022,"(0,3]",42,73.7
"570000646",2022,"(3,6]",2,3.5
"570000646",2023,"[-1,0]",11,11.2
"570000646",2023,"(0,3]",79,80.6
"570000646",2023,"(3,6]",7,7.1
"570000646",2023,"(6,225]",1,1
"570000646",2024,"[-1,0]",3,4.5
"570000646",2024,"(0,3]",58,86.6
"570000646",2024,"(3,6]",5,7.5
"570000646",2024,"(6,225]",1,1.5
"570000646",2025,"(0,3]",37,97.4
"570000646",2025,"(3,6]",1,2.6
"570026252",2021,"(0,3]",3,5.6
"570026252",2021,"(3,6]",45,83.3
"570026252",2021,"(6,225]",6,11.1
"570026252",2022,"(0,3]",14,22.2
"570026252",2022,"(3,6]",47,74.6
"570026252",2022,"(6,225]",2,3.2
"570026252",2023,"(0,3]",17,23.6
"570026252",2023,"(3,6]",47,65.3
"570026252",2023,"(6,225]",8,11.1
"570026252",2024,"(0,3]",5,7.8
"570026252",2024,"(3,6]",52,81.2
"570026252",2024,"(6,225]",7,10.9
"570026252",2025,"(0,3]",5,13.5
"570026252",2025,"(3,6]",29,78.4
"570026252",2025,"(6,225]",3,8.1
"570026682",2021,"(0,3]",34,87.2
"570026682",2021,"(3,6]",3,7.7
"570026682",2021,"(6,225]",2,5.1
"570026682",2022,"(0,3]",64,87.7
"570026682",2022,"(3,6]",5,6.8
"570026682",2022,"(6,225]",4,5.5
"570026682",2023,"(0,3]",44,84.6
"570026682",2023,"(3,6]",3,5.8
"570026682",2023,"(6,225]",5,9.6
"570026682",2024,"(0,3]",42,87.5
"570026682",2024,"(3,6]",4,8.3
"570026682",2024,"(6,225]",2,4.2
"570026682",2025,"(0,3]",12,75
"570026682",2025,"(3,6]",3,18.8
"570026682",2025,"(6,225]",1,6.2
"590000337",2021,"(0,3]",26,81.2
"590000337",2021,"(3,6]",6,18.8
"590000337",2022,"(0,3]",29,78.4
"590000337",2022,"(3,6]",8,21.6
"590000337",2023,"(0,3]",19,86.4
"590000337",2023,"(3,6]",2,9.1
"590000337",2023,"(6,225]",1,4.5
"590000337",2024,"(0,3]",42,85.7
"590000337",2024,"(3,6]",5,10.2
"590000337",2024,"(6,225]",2,4.1
"590000337",2025,"(0,3]",22,73.3
"590000337",2025,"(3,6]",6,20
"590000337",2025,"(6,225]",2,6.7
"590000428",2021,"(3,6]",16,94.1
"590000428",2021,"(6,225]",1,5.9
"590000428",2022,"(0,3]",1,2.2
"590000428",2022,"(3,6]",41,91.1
"590000428",2022,"(6,225]",3,6.7
"590000428",2023,"(3,6]",63,98.4
"590000428",2023,"(6,225]",1,1.6
"590000428",2024,"(0,3]",4,6.9
"590000428",2024,"(3,6]",54,93.1
"590000428",2025,"(0,3]",4,10.8
"590000428",2025,"(3,6]",33,89.2
"590000592",2021,"(0,3]",113,95.8
"590000592",2021,"(3,6]",5,4.2
"590000592",2022,"[-1,0]",1,1.3
"590000592",2022,"(0,3]",74,94.9
"590000592",2022,"(3,6]",2,2.6
"590000592",2022,"(6,225]",1,1.3
"590000592",2023,"(0,3]",73,89
"590000592",2023,"(3,6]",5,6.1
"590000592",2023,"(6,225]",4,4.9
"590000592",2024,"(0,3]",55,94.8
"590000592",2024,"(3,6]",2,3.4
"590000592",2024,"(6,225]",1,1.7
"590000592",2025,"(0,3]",31,93.9
"590000592",2025,"(3,6]",2,6.1
"590000618",2021,"[-1,0]",7,5.6
"590000618",2021,"(0,3]",108,87.1
"590000618",2021,"(3,6]",7,5.6
"590000618",2021,"(6,225]",2,1.6
"590000618",2022,"[-1,0]",5,4.5
"590000618",2022,"(0,3]",102,91.1
"590000618",2022,"(3,6]",2,1.8
"590000618",2022,"(6,225]",3,2.7
"590000618",2023,"[-1,0]",6,5.6
"590000618",2023,"(0,3]",100,92.6
"590000618",2023,"(3,6]",2,1.9
"590000618",2024,"[-1,0]",7,7.1
"590000618",2024,"(0,3]",88,89.8
"590000618",2024,"(3,6]",1,1
"590000618",2024,"(6,225]",2,2
"590000618",2025,"[-1,0]",2,4
"590000618",2025,"(0,3]",46,92
"590000618",2025,"(3,6]",1,2
"590000618",2025,"(6,225]",1,2
"590006896",2021,"(0,3]",38,82.6
"590006896",2021,"(3,6]",8,17.4
"590006896",2022,"(0,3]",40,93
"590006896",2022,"(3,6]",3,7
"590006896",2023,"(0,3]",39,81.2
"590006896",2023,"(3,6]",9,18.8
"590006896",2024,"(0,3]",35,97.2
"590006896",2024,"(3,6]",1,2.8
"590006896",2025,"(0,3]",15,78.9
"590006896",2025,"(3,6]",4,21.1
"590008041",2021,"[-1,0]",12,3.2
"590008041",2021,"(0,3]",127,34
"590008041",2021,"(3,6]",226,60.4
"590008041",2021,"(6,225]",9,2.4
"590008041",2022,"[-1,0]",11,2.7
"590008041",2022,"(0,3]",166,41.2
"590008041",2022,"(3,6]",220,54.6
"590008041",2022,"(6,225]",6,1.5
"590008041",2023,"[-1,0]",12,3.3
"590008041",2023,"(0,3]",131,35.5
"590008041",2023,"(3,6]",210,56.9
"590008041",2023,"(6,225]",16,4.3
"590008041",2024,"[-1,0]",5,1.4
"590008041",2024,"(0,3]",130,36.9
"590008041",2024,"(3,6]",205,58.2
"590008041",2024,"(6,225]",12,3.4
"590008041",2025,"[-1,0]",11,6.1
"590008041",2025,"(0,3]",76,42
"590008041",2025,"(3,6]",86,47.5
"590008041",2025,"(6,225]",8,4.4
"590052056",2021,"(0,3]",95,60.1
"590052056",2021,"(3,6]",53,33.5
"590052056",2021,"(6,225]",10,6.3
"590052056",2022,"(0,3]",66,63.5
"590052056",2022,"(3,6]",34,32.7
"590052056",2022,"(6,225]",4,3.8
"590052056",2023,"(0,3]",71,57.3
"590052056",2023,"(3,6]",49,39.5
"590052056",2023,"(6,225]",4,3.2
"590052056",2024,"(0,3]",53,48.6
"590052056",2024,"(3,6]",47,43.1
"590052056",2024,"(6,225]",9,8.3
"590052056",2025,"(0,3]",27,50
"590052056",2025,"(3,6]",26,48.1
"590052056",2025,"(6,225]",1,1.9
"590780268",2021,"[-1,0]",14,15.6
"590780268",2021,"(0,3]",65,72.2
"590780268",2021,"(3,6]",9,10
"590780268",2021,"(6,225]",2,2.2
"590780268",2022,"[-1,0]",2,2.1
"590780268",2022,"(0,3]",86,91.5
"590780268",2022,"(3,6]",5,5.3
"590780268",2022,"(6,225]",1,1.1
"590780268",2023,"(0,3]",89,92.7
"590780268",2023,"(3,6]",6,6.2
"590780268",2023,"(6,225]",1,1
"590780268",2024,"(0,3]",63,90
"590780268",2024,"(3,6]",4,5.7
"590780268",2024,"(6,225]",3,4.3
"590780268",2025,"(0,3]",33,94.3
"590780268",2025,"(6,225]",2,5.7
"590780284",2021,"[-1,0]",2,1.8
"590780284",2021,"(0,3]",100,88.5
"590780284",2021,"(3,6]",7,6.2
"590780284",2021,"(6,225]",4,3.5
"590780284",2022,"[-1,0]",3,2.5
"590780284",2022,"(0,3]",113,92.6
"590780284",2022,"(3,6]",4,3.3
"590780284",2022,"(6,225]",2,1.6
"590780284",2023,"[-1,0]",1,0.7
"590780284",2023,"(0,3]",131,91.6
"590780284",2023,"(3,6]",6,4.2
"590780284",2023,"(6,225]",5,3.5
"590780284",2024,"[-1,0]",2,1.2
"590780284",2024,"(0,3]",162,97
"590780284",2024,"(3,6]",1,0.6
"590780284",2024,"(6,225]",2,1.2
"590780284",2025,"(0,3]",64,97
"590780284",2025,"(3,6]",2,3
"590780383",2021,"[-1,0]",4,1
"590780383",2021,"(0,3]",383,95.5
"590780383",2021,"(3,6]",8,2
"590780383",2021,"(6,225]",6,1.5
"590780383",2022,"[-1,0]",6,1.6
"590780383",2022,"(0,3]",335,90.5
"590780383",2022,"(3,6]",20,5.4
"590780383",2022,"(6,225]",9,2.4
"590780383",2023,"[-1,0]",20,6.4
"590780383",2023,"(0,3]",286,91.1
"590780383",2023,"(3,6]",7,2.2
"590780383",2023,"(6,225]",1,0.3
"590780383",2024,"[-1,0]",20,6.6
"590780383",2024,"(0,3]",274,90.1
"590780383",2024,"(3,6]",6,2
"590780383",2024,"(6,225]",4,1.3
"590780383",2025,"[-1,0]",10,5.6
"590780383",2025,"(0,3]",161,91
"590780383",2025,"(3,6]",5,2.8
"590780383",2025,"(6,225]",1,0.6
"590801106",2021,"(0,3]",16,47.1
"590801106",2021,"(3,6]",16,47.1
"590801106",2021,"(6,225]",2,5.9
"590801106",2022,"[-1,0]",1,2
"590801106",2022,"(0,3]",26,52
"590801106",2022,"(3,6]",19,38
"590801106",2022,"(6,225]",4,8
"590801106",2023,"(0,3]",17,38.6
"590801106",2023,"(3,6]",21,47.7
"590801106",2023,"(6,225]",6,13.6
"590801106",2024,"[-1,0]",1,8.3
"590801106",2024,"(0,3]",7,58.3
"590801106",2024,"(3,6]",3,25
"590801106",2024,"(6,225]",1,8.3
"590801106",2025,"(0,3]",14,50
"590801106",2025,"(3,6]",13,46.4
"590801106",2025,"(6,225]",1,3.6
"590811279",2021,"[-1,0]",1,0.4
"590811279",2021,"(0,3]",123,45.1
"590811279",2021,"(3,6]",112,41
"590811279",2021,"(6,225]",37,13.6
"590811279",2022,"[-1,0]",1,0.4
"590811279",2022,"(0,3]",127,47
"590811279",2022,"(3,6]",110,40.7
"590811279",2022,"(6,225]",32,11.9
"590811279",2023,"(0,3]",145,54.7
"590811279",2023,"(3,6]",82,30.9
"590811279",2023,"(6,225]",38,14.3
"590811279",2024,"(0,3]",104,49.5
"590811279",2024,"(3,6]",85,40.5
"590811279",2024,"(6,225]",21,10
"590811279",2025,"(0,3]",48,52.7
"590811279",2025,"(3,6]",30,33
"590811279",2025,"(6,225]",13,14.3
"590813507",2021,"(0,3]",45,95.7
"590813507",2021,"(3,6]",2,4.3
"590813507",2022,"(0,3]",53,98.1
"590813507",2022,"(3,6]",1,1.9
"590813507",2023,"(0,3]",49,98
"590813507",2023,"(3,6]",1,2
"590813507",2024,"(0,3]",51,98.1
"590813507",2024,"(6,225]",1,1.9
"590813507",2025,"(0,3]",33,97.1
"590813507",2025,"(3,6]",1,2.9
"590815056",2021,"(0,3]",154,80.6
"590815056",2021,"(3,6]",36,18.8
"590815056",2021,"(6,225]",1,0.5
"590815056",2022,"(0,3]",157,84.4
"590815056",2022,"(3,6]",26,14
"590815056",2022,"(6,225]",3,1.6
"590815056",2023,"[-1,0]",9,4.2
"590815056",2023,"(0,3]",190,89.6
"590815056",2023,"(3,6]",13,6.1
"590815056",2024,"[-1,0]",20,12.2
"590815056",2024,"(0,3]",132,80.5
"590815056",2024,"(3,6]",10,6.1
"590815056",2024,"(6,225]",2,1.2
"590815056",2025,"[-1,0]",8,12.3
"590815056",2025,"(0,3]",56,86.2
"590815056",2025,"(6,225]",1,1.5
"590816310",2021,"[-1,0]",3,4.9
"590816310",2021,"(0,3]",52,85.2
"590816310",2021,"(3,6]",6,9.8
"590816310",2022,"[-1,0]",3,3.9
"590816310",2022,"(0,3]",68,89.5
"590816310",2022,"(3,6]",4,5.3
"590816310",2022,"(6,225]",1,1.3
"590816310",2023,"(0,3]",76,98.7
"590816310",2023,"(3,6]",1,1.3
"590816310",2024,"(0,3]",74,94.9
"590816310",2024,"(3,6]",1,1.3
"590816310",2024,"(6,225]",3,3.8
"590816310",2025,"(0,3]",39,88.6
"590816310",2025,"(3,6]",3,6.8
"590816310",2025,"(6,225]",2,4.5
"590817458",2021,"[-1,0]",3,5.2
"590817458",2021,"(0,3]",54,93.1
"590817458",2021,"(3,6]",1,1.7
"590817458",2022,"[-1,0]",2,3.3
"590817458",2022,"(0,3]",57,93.4
"590817458",2022,"(3,6]",2,3.3
"590817458",2023,"[-1,0]",1,2.2
"590817458",2023,"(0,3]",43,95.6
"590817458",2023,"(3,6]",1,2.2
"590817458",2024,"[-1,0]",1,2.2
"590817458",2024,"(0,3]",45,97.8
"590817458",2025,"[-1,0]",3,13
"590817458",2025,"(0,3]",19,82.6
"590817458",2025,"(3,6]",1,4.3
"600000467",2021,"(0,3]",20,83.3
"600000467",2021,"(3,6]",2,8.3
"600000467",2021,"(6,225]",2,8.3
"600000467",2022,"[-1,0]",1,3.4
"600000467",2022,"(0,3]",27,93.1
"600000467",2022,"(3,6]",1,3.4
"600000467",2023,"(0,3]",61,85.9
"600000467",2023,"(3,6]",6,8.5
"600000467",2023,"(6,225]",4,5.6
"600000467",2024,"(0,3]",77,85.6
"600000467",2024,"(3,6]",12,13.3
"600000467",2024,"(6,225]",1,1.1
"600000467",2025,"(0,3]",33,82.5
"600000467",2025,"(3,6]",7,17.5
"600010862",2021,"(0,3]",28,84.8
"600010862",2021,"(3,6]",4,12.1
"600010862",2021,"(6,225]",1,3
"600010862",2022,"(0,3]",26,100
"600010862",2023,"(0,3]",32,100
"600010862",2024,"(0,3]",31,100
"600100754",2021,"[-1,0]",14,4.9
"600100754",2021,"(0,3]",264,93
"600100754",2021,"(3,6]",5,1.8
"600100754",2021,"(6,225]",1,0.4
"600100754",2022,"[-1,0]",5,2
"600100754",2022,"(0,3]",237,93.7
"600100754",2022,"(3,6]",9,3.6
"600100754",2022,"(6,225]",2,0.8
"600100754",2023,"[-1,0]",2,1
"600100754",2023,"(0,3]",199,95.7
"600100754",2023,"(3,6]",1,0.5
"600100754",2023,"(6,225]",6,2.9
"600100754",2024,"[-1,0]",8,4.4
"600100754",2024,"(0,3]",171,93.4
"600100754",2024,"(3,6]",2,1.1
"600100754",2024,"(6,225]",2,1.1
"600100754",2025,"[-1,0]",1,1
"600100754",2025,"(0,3]",94,97.9
"600100754",2025,"(6,225]",1,1
"600110175",2021,"(0,3]",30,31.9
"600110175",2021,"(3,6]",60,63.8
"600110175",2021,"(6,225]",4,4.3
"600110175",2022,"(0,3]",38,34.9
"600110175",2022,"(3,6]",71,65.1
"600110175",2023,"(0,3]",64,63.4
"600110175",2023,"(3,6]",32,31.7
"600110175",2023,"(6,225]",5,5
"600110175",2024,"(0,3]",90,84.9
"600110175",2024,"(3,6]",13,12.3
"600110175",2024,"(6,225]",3,2.8
"600110175",2025,"(0,3]",63,92.6
"600110175",2025,"(3,6]",3,4.4
"600110175",2025,"(6,225]",2,2.9
"600113476",2021,"(0,3]",92,82.9
"600113476",2021,"(3,6]",18,16.2
"600113476",2021,"(6,225]",1,0.9
"600113476",2022,"(0,3]",88,81.5
"600113476",2022,"(3,6]",17,15.7
"600113476",2022,"(6,225]",3,2.8
"600113476",2023,"(0,3]",83,89.2
"600113476",2023,"(3,6]",10,10.8
"600113476",2024,"(0,3]",78,75
"600113476",2024,"(3,6]",24,23.1
"600113476",2024,"(6,225]",2,1.9
"600113476",2025,"(0,3]",43,78.2
"600113476",2025,"(3,6]",11,20
"600113476",2025,"(6,225]",1,1.8
"610000069",2021,"(0,3]",66,95.7
"610000069",2021,"(3,6]",2,2.9
"610000069",2021,"(6,225]",1,1.4
"610000069",2022,"(0,3]",49,94.2
"610000069",2022,"(3,6]",3,5.8
"610000069",2023,"(0,3]",47,94
"610000069",2023,"(3,6]",2,4
"610000069",2023,"(6,225]",1,2
"610000069",2024,"(0,3]",50,90.9
"610000069",2024,"(3,6]",3,5.5
"610000069",2024,"(6,225]",2,3.6
"610000069",2025,"(0,3]",37,92.5
"610000069",2025,"(3,6]",3,7.5
"610000119",2021,"(0,3]",23,52.3
"610000119",2021,"(3,6]",18,40.9
"610000119",2021,"(6,225]",3,6.8
"610000119",2022,"(0,3]",27,61.4
"610000119",2022,"(3,6]",8,18.2
"610000119",2022,"(6,225]",9,20.5
"610000119",2023,"(0,3]",22,66.7
"610000119",2023,"(3,6]",9,27.3
"610000119",2023,"(6,225]",2,6.1
"610000119",2024,"(0,3]",32,78
"610000119",2024,"(3,6]",6,14.6
"610000119",2024,"(6,225]",3,7.3
"610000119",2025,"(0,3]",14,82.4
"610000119",2025,"(3,6]",3,17.6
"620000224",2021,"(0,3]",19,79.2
"620000224",2021,"(3,6]",3,12.5
"620000224",2021,"(6,225]",2,8.3
"620000224",2022,"(0,3]",28,93.3
"620000224",2022,"(3,6]",2,6.7
"620000224",2023,"(0,3]",44,89.8
"620000224",2023,"(3,6]",5,10.2
"620000224",2024,"(0,3]",47,100
"620000224",2025,"(0,3]",21,91.3
"620000224",2025,"(3,6]",2,8.7
"620000653",2021,"[-1,0]",1,1.9
"620000653",2021,"(0,3]",29,53.7
"620000653",2021,"(3,6]",20,37
"620000653",2021,"(6,225]",4,7.4
"620000653",2022,"(0,3]",47,85.5
"620000653",2022,"(3,6]",7,12.7
"620000653",2022,"(6,225]",1,1.8
"620000653",2023,"[-1,0]",1,1.5
"620000653",2023,"(0,3]",54,83.1
"620000653",2023,"(3,6]",10,15.4
"620000653",2024,"(0,3]",52,89.7
"620000653",2024,"(3,6]",4,6.9
"620000653",2024,"(6,225]",2,3.4
"620000653",2025,"(0,3]",32,88.9
"620000653",2025,"(3,6]",3,8.3
"620000653",2025,"(6,225]",1,2.8
"620003202",2021,"(0,3]",51,89.5
"620003202",2021,"(3,6]",4,7
"620003202",2021,"(6,225]",2,3.5
"620003202",2022,"(0,3]",39,97.5
"620003202",2022,"(3,6]",1,2.5
"620003202",2023,"(0,3]",51,96.2
"620003202",2023,"(3,6]",2,3.8
"620003202",2024,"(0,3]",46,93.9
"620003202",2024,"(3,6]",1,2
"620003202",2024,"(6,225]",2,4.1
"620003202",2025,"(0,3]",11,91.7
"620003202",2025,"(3,6]",1,8.3
"620003376",2021,"[-1,0]",13,9.2
"620003376",2021,"(0,3]",119,83.8
"620003376",2021,"(3,6]",8,5.6
"620003376",2021,"(6,225]",2,1.4
"620003376",2022,"[-1,0]",2,2
"620003376",2022,"(0,3]",96,94.1
"620003376",2022,"(3,6]",4,3.9
"620003376",2023,"(0,3]",77,98.7
"620003376",2023,"(3,6]",1,1.3
"620003376",2024,"(0,3]",85,96.6
"620003376",2024,"(3,6]",1,1.1
"620003376",2024,"(6,225]",2,2.3
"620003376",2025,"(0,3]",32,97
"620003376",2025,"(6,225]",1,3
"620006049",2021,"[-1,0]",5,11.9
"620006049",2021,"(0,3]",31,73.8
"620006049",2021,"(3,6]",4,9.5
"620006049",2021,"(6,225]",2,4.8
"620006049",2022,"(0,3]",42,77.8
"620006049",2022,"(3,6]",12,22.2
"620006049",2023,"(0,3]",23,53.5
"620006049",2023,"(3,6]",19,44.2
"620006049",2023,"(6,225]",1,2.3
"620006049",2024,"(0,3]",33,62.3
"620006049",2024,"(3,6]",17,32.1
"620006049",2024,"(6,225]",3,5.7
"620006049",2025,"(0,3]",11,40.7
"620006049",2025,"(3,6]",13,48.1
"620006049",2025,"(6,225]",3,11.1
"620100099",2021,"(0,3]",28,70
"620100099",2021,"(3,6]",7,17.5
"620100099",2021,"(6,225]",5,12.5
"620100099",2022,"(0,3]",36,67.9
"620100099",2022,"(3,6]",16,30.2
"620100099",2022,"(6,225]",1,1.9
"620100099",2023,"(0,3]",63,67.7
"620100099",2023,"(3,6]",30,32.3
"620100099",2024,"(0,3]",47,78.3
"620100099",2024,"(3,6]",13,21.7
"620100099",2025,"(0,3]",19,76
"620100099",2025,"(3,6]",6,24
"620100750",2021,"(0,3]",229,88.4
"620100750",2021,"(3,6]",28,10.8
"620100750",2021,"(6,225]",2,0.8
"620100750",2022,"[-1,0]",1,0.4
"620100750",2022,"(0,3]",223,92.9
"620100750",2022,"(3,6]",12,5
"620100750",2022,"(6,225]",4,1.7
"620100750",2023,"[-1,0]",1,0.5
"620100750",2023,"(0,3]",191,92.7
"620100750",2023,"(3,6]",12,5.8
"620100750",2023,"(6,225]",2,1
"620100750",2024,"(0,3]",122,91.7
"620100750",2024,"(3,6]",7,5.3
"620100750",2024,"(6,225]",4,3
"620100750",2025,"(0,3]",118,95.9
"620100750",2025,"(3,6]",3,2.4
"620100750",2025,"(6,225]",2,1.6
"620101311",2021,"[-1,0]",2,7.7
"620101311",2021,"(0,3]",21,80.8
"620101311",2021,"(3,6]",3,11.5
"620101311",2022,"[-1,0]",2,6.7
"620101311",2022,"(0,3]",22,73.3
"620101311",2022,"(3,6]",5,16.7
"620101311",2022,"(6,225]",1,3.3
"620101311",2023,"[-1,0]",1,3.6
"620101311",2023,"(0,3]",23,82.1
"620101311",2023,"(3,6]",4,14.3
"620101311",2024,"(0,3]",50,90.9
"620101311",2024,"(3,6]",3,5.5
"620101311",2024,"(6,225]",2,3.6
"620101311",2025,"(0,3]",17,85
"620101311",2025,"(3,6]",3,15
"620101501",2021,"[-1,0]",9,9.5
"620101501",2021,"(0,3]",82,86.3
"620101501",2021,"(3,6]",4,4.2
"620101501",2022,"[-1,0]",16,14.7
"620101501",2022,"(0,3]",90,82.6
"620101501",2022,"(3,6]",3,2.8
"620101501",2023,"[-1,0]",7,8.5
"620101501",2023,"(0,3]",72,87.8
"620101501",2023,"(3,6]",3,3.7
"620101501",2024,"(0,3]",52,98.1
"620101501",2024,"(3,6]",1,1.9
"620101501",2025,"[-1,0]",1,3.1
"620101501",2025,"(0,3]",28,87.5
"620101501",2025,"(3,6]",3,9.4
"620118513",2021,"[-1,0]",1,2.1
"620118513",2021,"(0,3]",35,72.9
"620118513",2021,"(3,6]",12,25
"620118513",2022,"[-1,0]",2,4.7
"620118513",2022,"(0,3]",34,79.1
"620118513",2022,"(3,6]",6,14
"620118513",2022,"(6,225]",1,2.3
"620118513",2023,"[-1,0]",1,1.2
"620118513",2023,"(0,3]",69,84.1
"620118513",2023,"(3,6]",9,11
"620118513",2023,"(6,225]",3,3.7
"620118513",2024,"(0,3]",43,86
"620118513",2024,"(3,6]",4,8
"620118513",2024,"(6,225]",3,6
"620118513",2025,"(0,3]",38,97.4
"620118513",2025,"(3,6]",1,2.6
"630780211",2023,"(0,3]",4,80
"630780211",2023,"(3,6]",1,20
"630780211",2024,"(0,3]",124,91.9
"630780211",2024,"(3,6]",7,5.2
"630780211",2024,"(6,225]",4,3
"630780211",2025,"(0,3]",72,92.3
"630780211",2025,"(3,6]",3,3.8
"630780211",2025,"(6,225]",3,3.8
"630780369",2021,"(0,3]",70,90.9
"630780369",2021,"(3,6]",5,6.5
"630780369",2021,"(6,225]",2,2.6
"630780369",2022,"(0,3]",68,91.9
"630780369",2022,"(3,6]",3,4.1
"630780369",2022,"(6,225]",3,4.1
"630780369",2023,"[-1,0]",3,3
"630780369",2023,"(0,3]",90,89.1
"630780369",2023,"(3,6]",5,5
"630780369",2023,"(6,225]",3,3
"630781268",2021,"[-1,0]",11,13.4
"630781268",2021,"(0,3]",45,54.9
"630781268",2021,"(3,6]",24,29.3
"630781268",2021,"(6,225]",2,2.4
"630781268",2022,"[-1,0]",10,15.9
"630781268",2022,"(0,3]",46,73
"630781268",2022,"(3,6]",4,6.3
"630781268",2022,"(6,225]",3,4.8
"630781268",2023,"[-1,0]",4,8.5
"630781268",2023,"(0,3]",34,72.3
"630781268",2023,"(3,6]",6,12.8
"630781268",2023,"(6,225]",3,6.4
"630781268",2024,"(0,3]",27,67.5
"630781268",2024,"(3,6]",9,22.5
"630781268",2024,"(6,225]",4,10
"630781268",2025,"(0,3]",16,80
"630781268",2025,"(3,6]",3,15
"630781268",2025,"(6,225]",1,5
"630781839",2021,"(0,3]",21,46.7
"630781839",2021,"(3,6]",24,53.3
"630781839",2022,"(0,3]",31,75.6
"630781839",2022,"(3,6]",10,24.4
"630781839",2023,"(0,3]",49,94.2
"630781839",2023,"(3,6]",2,3.8
"630781839",2023,"(6,225]",1,1.9
"630781839",2024,"(0,3]",44,91.7
"630781839",2024,"(3,6]",2,4.2
"630781839",2024,"(6,225]",2,4.2
"630781839",2025,"(0,3]",18,90
"630781839",2025,"(3,6]",1,5
"630781839",2025,"(6,225]",1,5
"640000162",2021,"[-1,0]",1,1.2
"640000162",2021,"(0,3]",56,65.9
"640000162",2021,"(3,6]",26,30.6
"640000162",2021,"(6,225]",2,2.4
"640000162",2022,"(0,3]",53,60.9
"640000162",2022,"(3,6]",29,33.3
"640000162",2022,"(6,225]",5,5.7
"640000162",2023,"(0,3]",65,76.5
"640000162",2023,"(3,6]",16,18.8
"640000162",2023,"(6,225]",4,4.7
"640000162",2024,"(0,3]",59,77.6
"640000162",2024,"(3,6]",17,22.4
"640000162",2025,"(0,3]",18,69.2
"640000162",2025,"(3,6]",8,30.8
"640000600",2021,"(0,3]",30,76.9
"640000600",2021,"(3,6]",7,17.9
"640000600",2021,"(6,225]",2,5.1
"640000600",2022,"(0,3]",19,61.3
"640000600",2022,"(3,6]",11,35.5
"640000600",2022,"(6,225]",1,3.2
"640000600",2023,"(0,3]",23,76.7
"640000600",2023,"(3,6]",6,20
"640000600",2023,"(6,225]",1,3.3
"640000600",2024,"(0,3]",33,84.6
"640000600",2024,"(3,6]",5,12.8
"640000600",2024,"(6,225]",1,2.6
"640000600",2025,"(0,3]",11,84.6
"640000600",2025,"(6,225]",2,15.4
"640018206",2021,"[-1,0]",1,1
"640018206",2021,"(0,3]",36,37.1
"640018206",2021,"(3,6]",56,57.7
"640018206",2021,"(6,225]",4,4.1
"640018206",2022,"(0,3]",45,49.5
"640018206",2022,"(3,6]",41,45.1
"640018206",2022,"(6,225]",5,5.5
"640018206",2023,"(0,3]",31,34.8
"640018206",2023,"(3,6]",55,61.8
"640018206",2023,"(6,225]",3,3.4
"640018206",2024,"(0,3]",81,81.8
"640018206",2024,"(3,6]",15,15.2
"640018206",2024,"(6,225]",3,3
"640018206",2025,"(0,3]",37,90.2
"640018206",2025,"(3,6]",1,2.4
"640018206",2025,"(6,225]",3,7.3
"640780946",2021,"[-1,0]",2,1.4
"640780946",2021,"(0,3]",130,92.9
"640780946",2021,"(3,6]",5,3.6
"640780946",2021,"(6,225]",3,2.1
"640780946",2022,"[-1,0]",1,0.7
"640780946",2022,"(0,3]",134,93.1
"640780946",2022,"(3,6]",8,5.6
"640780946",2022,"(6,225]",1,0.7
"640780946",2023,"[-1,0]",1,0.5
"640780946",2023,"(0,3]",204,95.3
"640780946",2023,"(3,6]",7,3.3
"640780946",2023,"(6,225]",2,0.9
"640780946",2024,"(0,3]",184,93.4
"640780946",2024,"(3,6]",9,4.6
"640780946",2024,"(6,225]",4,2
