"finessGeoDP","annee","vda","n","pct"
"910300144",2025,"COE",78,100
"910300177",2021,"COE",240,96.8
"910300177",2021,"ROB",8,3.2
"910300177",2022,"COE",213,91
"910300177",2022,"LAP",1,0.4
"910300177",2022,"ROB",20,8.5
"910300177",2023,"COE",165,81.7
"910300177",2023,"ROB",37,18.3
"910300177",2024,"COE",121,93.1
"910300177",2024,"ROB",9,6.9
"910300177",2025,"COE",84,87.5
"910300177",2025,"LAP",1,1
"910300177",2025,"ROB",11,11.5
"910300300",2021,"COE",48,100
"910300300",2022,"COE",44,100
"910300300",2023,"COE",49,100
"910300300",2024,"COE",50,100
"910300300",2025,"COE",14,100
"910803543",2021,"COE",140,100
"910803543",2022,"COE",193,99.5
"910803543",2022,"ROB",1,0.5
"910803543",2023,"COE",152,100
"910803543",2024,"COE",148,94.3
"910803543",2024,"ROB",9,5.7
"910803543",2025,"COE",100,100
"920000643",2021,"COE",24,100
"920000643",2022,"COE",28,93.3
"920000643",2022,"ROB",2,6.7
"920000643",2023,"COE",61,98.4
"920000643",2023,"LAP",1,1.6
"920000643",2024,"COE",53,100
"920000643",2025,"COE",24,75
"920000643",2025,"ROB",8,25
"920000650",2021,"COE",26,74.3
"920000650",2021,"ROB",9,25.7
"920000650",2022,"COE",32,76.2
"920000650",2022,"ROB",10,23.8
"920000650",2023,"COE",22,59.5
"920000650",2023,"LAP",3,8.1
"920000650",2023,"ROB",12,32.4
"920000650",2024,"COE",37,77.1
"920000650",2024,"LAP",1,2.1
"920000650",2024,"ROB",10,20.8
"920000650",2025,"COE",5,31.2
"920000650",2025,"ROB",11,68.8
"920029550",2022,"COE",67,90.5
"920029550",2022,"ROB",7,9.5
"920029550",2023,"COE",153,83.2
"920029550",2023,"ROB",31,16.8
"920029550",2024,"COE",166,93.8
"920029550",2024,"ROB",11,6.2
"920029550",2025,"COE",52,98.1
"920029550",2025,"ROB",1,1.9
"920100013",2021,"COE",104,100
"920100013",2022,"COE",92,97.9
"920100013",2022,"LAP",2,2.1
"920100013",2023,"COE",68,97.1
"920100013",2023,"LAP",2,2.9
"920100013",2024,"COE",65,95.6
"920100013",2024,"LAP",2,2.9
"920100013",2024,"ROB",1,1.5
"920100013",2025,"COE",35,100
"920100021",2021,"COE",373,98.7
"920100021",2021,"LAP",2,0.5
"920100021",2021,"ROB",3,0.8
"920100021",2022,"COE",371,98.1
"920100021",2022,"LAP",2,0.5
"920100021",2022,"ROB",5,1.3
"920100021",2023,"COE",288,92.6
"920100021",2023,"LAP",2,0.6
"920100021",2023,"ROB",21,6.8
"920100021",2024,"COE",227,79.6
"920100021",2024,"LAP",2,0.7
"920100021",2024,"ROB",56,19.6
"920100021",2025,"COE",110,71.4
"920100021",2025,"ROB",44,28.6
"920100047",2021,"COE",65,98.5
"920100047",2021,"LAP",1,1.5
"920100047",2022,"COE",70,97.2
"920100047",2022,"LAP",2,2.8
"920100047",2023,"COE",64,100
"920100047",2024,"COE",44,100
"920100047",2025,"COE",21,100
"920300753",2021,"COE",77,77.8
"920300753",2021,"ROB",22,22.2
"920300753",2022,"COE",67,62.6
"920300753",2022,"ROB",40,37.4
"930000286",2021,"COE",63,96.9
"930000286",2021,"ROB",2,3.1
"930000286",2022,"COE",50,86.2
"930000286",2022,"ROB",8,13.8
"930000286",2023,"COE",53,86.9
"930000286",2023,"ROB",8,13.1
"930000286",2024,"COE",44,100
"930000286",2025,"COE",25,92.6
"930000286",2025,"ROB",2,7.4
"930000328",2021,"COE",103,95.4
"930000328",2021,"LAP",5,4.6
"930000328",2022,"COE",94,94
"930000328",2022,"LAP",6,6
"930000328",2023,"COE",122,93.1
"930000328",2023,"LAP",4,3.1
"930000328",2023,"ROB",5,3.8
"930000328",2024,"COE",103,93.6
"930000328",2024,"LAP",7,6.4
"930000328",2025,"COE",41,75.9
"930000328",2025,"LAP",1,1.9
"930000328",2025,"ROB",12,22.2
"930100037",2021,"COE",75,97.4
"930100037",2021,"LAP",2,2.6
"930100037",2022,"COE",152,98.7
"930100037",2022,"LAP",2,1.3
"930100037",2023,"COE",118,97.5
"930100037",2023,"LAP",3,2.5
"930100037",2024,"COE",133,95
"930100037",2024,"LAP",3,2.1
"930100037",2024,"ROB",4,2.9
"930100037",2025,"COE",36,61
"930100037",2025,"LAP",2,3.4
"930100037",2025,"ROB",21,35.6
"930300025",2021,"COE",169,100
"930300025",2022,"COE",140,100
"930300025",2023,"COE",119,100
"930300025",2024,"COE",107,100
"930300025",2025,"COE",40,100
"930300082",2021,"COE",65,100
"930300082",2022,"COE",61,100
"930300082",2023,"COE",38,100
"930300082",2024,"COE",48,100
"930300082",2025,"COE",24,100
"930300116",2021,"COE",112,100
"930300116",2022,"COE",104,100
"930300116",2023,"COE",82,100
"930300116",2024,"COE",60,96.8
"930300116",2024,"ROB",2,3.2
"930300116",2025,"COE",33,100
"930300298",2021,"COE",81,100
"930300298",2022,"COE",84,100
"930300298",2023,"COE",39,100
"930300553",2021,"COE",145,100
"930300553",2022,"COE",117,100
"930300553",2023,"COE",109,100
"930300553",2024,"COE",74,100
"930300553",2025,"COE",31,100
"930300587",2021,"COE",39,100
"930300587",2022,"COE",28,100
"930300587",2023,"COE",40,97.6
"930300587",2023,"ROB",1,2.4
"930300587",2024,"COE",38,100
"930300587",2025,"COE",31,100
"930300595",2021,"COE",117,100
"930300595",2022,"COE",124,100
"930300595",2023,"COE",109,98.2
"930300595",2023,"ROB",2,1.8
"930300595",2024,"COE",86,98.9
"930300595",2024,"ROB",1,1.1
"930300595",2025,"COE",34,68
"930300595",2025,"ROB",16,32
"940000573",2021,"COE",223,100
"940000573",2022,"COE",167,89.8
"940000573",2022,"LAP",1,0.5
"940000573",2022,"ROB",18,9.7
"940000573",2023,"COE",90,56.6
"940000573",2023,"ROB",69,43.4
"940000573",2024,"COE",133,78.2
"940000573",2024,"LAP",1,0.6
"940000573",2024,"ROB",36,21.2
"940000573",2025,"COE",62,57.9
"940000573",2025,"ROB",45,42.1
"940006679",2021,"COE",97,100
"940006679",2022,"COE",135,100
"940006679",2023,"COE",150,100
"940006679",2024,"COE",177,99.4
"940006679",2024,"ROB",1,0.6
"940006679",2025,"COE",95,97.9
"940006679",2025,"ROB",2,2.1
"940300494",2021,"COE",102,100
"940300494",2022,"COE",75,100
"940300494",2023,"COE",68,98.6
"940300494",2023,"ROB",1,1.4
"940300494",2024,"COE",65,97
"940300494",2024,"ROB",2,3
"940300494",2025,"COE",28,100
"940813033",2021,"COE",221,98.7
"940813033",2021,"LAP",2,0.9
"940813033",2021,"ROB",1,0.4
"940813033",2022,"COE",172,99.4
"940813033",2022,"LAP",1,0.6
"940813033",2023,"COE",181,95.8
"940813033",2023,"LAP",1,0.5
"940813033",2023,"ROB",7,3.7
"940813033",2024,"COE",160,99.4
"940813033",2024,"ROB",1,0.6
"940813033",2025,"COE",82,100
"950000307",2021,"COE",39,97.5
"950000307",2021,"ROB",1,2.5
"950000307",2022,"COE",40,97.6
"950000307",2022,"LAP",1,2.4
"950000307",2023,"COE",36,100
"950000307",2024,"COE",68,100
"950000307",2025,"COE",3,100
"950000323",2021,"COE",53,100
"950000323",2022,"COE",61,100
"950000323",2023,"COE",46,93.9
"950000323",2023,"ROB",3,6.1
"950000323",2024,"COE",32,68.1
"950000323",2024,"ROB",15,31.9
"950000323",2025,"COE",17,58.6
"950000323",2025,"ROB",12,41.4
"950000331",2021,"COE",72,96
"950000331",2021,"ROB",3,4
"950000331",2022,"COE",59,98.3
"950000331",2022,"LAP",1,1.7
"950000331",2023,"COE",66,98.5
"950000331",2023,"ROB",1,1.5
"950000331",2024,"COE",60,100
"950000331",2025,"COE",28,100
"950000364",2021,"COE",97,97
"950000364",2021,"LAP",3,3
"950000364",2022,"COE",113,97.4
"950000364",2022,"LAP",2,1.7
"950000364",2022,"ROB",1,0.9
"950000364",2023,"COE",113,100
"950000364",2024,"COE",88,100
"950000364",2025,"COE",62,98.4
"950000364",2025,"ROB",1,1.6
"950300202",2021,"COE",89,98.9
"950300202",2021,"LAP",1,1.1
"950300202",2022,"COE",103,100
"950300202",2023,"COE",75,100
"950300202",2024,"COE",38,100
"950300202",2025,"COE",30,100
"950300244",2021,"COE",165,98.2
"950300244",2021,"LAP",3,1.8
"950300244",2022,"COE",185,98.4
"950300244",2022,"LAP",3,1.6
"950300244",2023,"COE",192,97.5
"950300244",2023,"LAP",2,1
"950300244",2023,"ROB",3,1.5
"950300244",2024,"COE",155,98.7
"950300244",2024,"LAP",2,1.3
"950300244",2025,"COE",91,98.9
"950300244",2025,"LAP",1,1.1
"950300277",2021,"COE",74,98.7
"950300277",2021,"ROB",1,1.3
"950300277",2022,"COE",72,100
"950300277",2023,"COE",45,100
"950300277",2024,"COE",30,100
"950300277",2025,"COE",34,100
"950807982",2021,"COE",177,92.7
"950807982",2021,"LAP",1,0.5
"950807982",2021,"ROB",13,6.8
"950807982",2022,"COE",168,92.3
"950807982",2022,"LAP",1,0.5
"950807982",2022,"ROB",13,7.1
"950807982",2023,"COE",158,90.8
"950807982",2023,"ROB",16,9.2
"950807982",2024,"COE",148,95.5
"950807982",2024,"ROB",7,4.5
"950807982",2025,"COE",77,100
"970100392",2021,"COE",36,97.3
"970100392",2021,"ROB",1,2.7
"970100392",2022,"COE",28,73.7
"970100392",2022,"LAP",1,2.6
"970100392",2022,"ROB",9,23.7
"970100392",2023,"COE",20,90.9
"970100392",2023,"ROB",2,9.1
"970100392",2024,"COE",17,70.8
"970100392",2024,"LAP",1,4.2
"970100392",2024,"ROB",6,25
"970100392",2025,"COE",11,78.6
"970100392",2025,"ROB",3,21.4
"970107249",2021,"COE",160,100
"970107249",2022,"COE",200,99
"970107249",2022,"ROB",2,1
"970107249",2023,"COE",217,100
"970107249",2024,"COE",156,99.4
"970107249",2024,"ROB",1,0.6
"970107249",2025,"COE",58,100
"970202313",2021,"COE",88,100
"970202313",2022,"COE",79,98.8
"970202313",2022,"LAP",1,1.3
"970202313",2023,"COE",91,100
"970202313",2024,"COE",81,100
"970202313",2025,"COE",36,100
"970400024",2021,"COE",14,27.5
"970400024",2021,"ROB",37,72.5
"970400024",2022,"COE",31,30.1
"970400024",2022,"ROB",72,69.9
"970400024",2023,"COE",13,10.2
"970400024",2023,"LAP",1,0.8
"970400024",2023,"ROB",114,89.1
"970400024",2024,"COE",30,34.9
"970400024",2024,"ROB",56,65.1
"970400024",2025,"COE",2,5
"970400024",2025,"LAP",1,2.5
"970400024",2025,"ROB",37,92.5
"970400057",2021,"COE",33,76.7
"970400057",2021,"ROB",10,23.3
"970400057",2023,"COE",1,50
"970400057",2023,"LAP",1,50
"970400065",2021,"COE",29,93.5
"970400065",2021,"LAP",1,3.2
"970400065",2021,"ROB",1,3.2
"970400065",2022,"COE",51,96.2
"970400065",2022,"LAP",1,1.9
"970400065",2022,"ROB",1,1.9
"970400065",2023,"COE",43,87.8
"970400065",2023,"LAP",6,12.2
"970400065",2024,"COE",39,92.9
"970400065",2024,"LAP",3,7.1
"970400065",2025,"COE",20,95.2
"970400065",2025,"LAP",1,4.8
"970462081",2021,"COE",136,99.3
"970462081",2021,"LAP",1,0.7
"970462081",2022,"COE",149,100
"970462081",2023,"COE",154,100
"970462081",2024,"COE",173,100
"970462081",2025,"COE",63,100
"970462107",2021,"COE",145,100
"970462107",2022,"COE",174,99.4
"970462107",2022,"LAP",1,0.6
"970462107",2023,"COE",141,100
"970462107",2024,"COE",97,100
"970462107",2025,"COE",42,100
